date,openPR
2015-11-18,4.03
2015-11-19,4.03
2015-11-20,4.03
2015-11-21,4.03
2015-11-22,4.03
2015-11-23,4.03
2015-11-24,4.03
2015-11-25,4.03
2015-11-26,4.03
2015-11-27,4.03
2015-11-28,4.03
2015-11-29,4.03
2015-11-30,4.03
2015-12-01,4.03
2015-12-02,4.03
2015-12-03,4.03
2015-12-04,4.03
2015-12-05,4.03
2015-12-06,4.03
2015-12-07,4.03
2015-12-08,4.03
2015-12-09,4.03
2015-12-10,4.03
2015-12-11,4.03
2015-12-12,4.03
2015-12-13,4.03
2015-12-14,4.03
2015-12-15,4.03
2015-12-16,4.03
2015-12-17,4.03
2015-12-18,4.03
2015-12-19,4.03
2015-12-20,1.16
2015-12-21,1.16
2015-12-22,1.16
2015-12-23,1.16
2015-12-24,1.16
2015-12-25,1.16
2015-12-26,1.16
2015-12-27,1.16
2015-12-28,1.16
2015-12-29,1.16
2015-12-30,1.16
2015-12-31,1.16
2016-01-01,1.16
2016-01-02,1.16
2016-01-03,1.16
2016-01-04,1.16
2016-01-05,1.16
2016-01-06,1.16
2016-01-07,1.16
2016-01-08,1.16
2016-01-09,1.16
2016-01-10,1.16
2016-01-11,1.16
2016-01-12,1.16
2016-01-13,1.16
2016-01-14,1.16
2016-01-15,1.16
2016-01-16,1.16
2016-01-17,1.16
2016-01-18,1.16
2016-01-19,1.16
2016-01-20,1.16
2016-01-21,2.06
2016-01-22,2.06
2016-01-23,2.06
2016-01-24,2.06
2016-01-25,2.06
2016-01-26,2.06
2016-01-27,2.06
2016-01-28,2.06
2016-01-29,2.06
2016-01-30,2.06
2016-01-31,2.06
2016-02-01,2.06
2016-02-02,2.06
2016-02-03,2.06
2016-02-04,2.06
2016-02-05,2.06
2016-02-06,2.06
2016-02-07,2.06
2016-02-08,2.06
2016-02-09,2.06
2016-02-10,2.06
2016-02-11,2.06
2016-02-12,2.06
2016-02-13,2.06
2016-02-14,2.06
2016-02-15,2.06
2016-02-16,2.06
2016-02-17,2.06
2016-02-18,2.06
2016-02-19,2.06
2016-02-20,2.06
2016-02-21,2.06
2016-02-22,1.81
2016-02-23,1.81
2016-02-24,1.81
2016-02-25,1.81
2016-02-26,1.81
2016-02-27,1.81
2016-02-28,1.81
2016-02-29,1.81
2016-03-01,1.81
2016-03-02,1.81
2016-03-03,1.81
2016-03-04,1.81
2016-03-05,1.81
2016-03-06,1.81
2016-03-07,1.81
2016-03-08,1.81
2016-03-09,1.81
2016-03-10,1.81
2016-03-11,1.81
2016-03-12,1.81
2016-03-13,1.81
2016-03-14,1.81
2016-03-15,1.81
2016-03-16,1.81
2016-03-17,1.81
2016-03-18,1.81
2016-03-19,1.81
2016-03-20,1.81
2016-03-21,1.81
2016-03-22,1.81
2016-03-23,1.81
2016-03-24,1.81
2016-03-25,2.22
2016-03-26,2.22
2016-03-27,2.22
2016-03-28,2.22
2016-03-29,2.22
2016-03-30,2.22
2016-03-31,2.22
2016-04-01,2.22
2016-04-02,2.22
2016-04-03,2.22
2016-04-04,2.22
2016-04-05,2.22
2016-04-06,2.22
2016-04-07,2.22
2016-04-08,2.22
2016-04-09,2.22
2016-04-10,2.22
2016-04-11,2.22
2016-04-12,2.22
2016-04-13,2.22
2016-04-14,2.22
2016-04-15,2.22
2016-04-16,2.22
2016-04-17,2.22
2016-04-18,2.22
2016-04-19,2.22
2016-04-20,2.22
2016-04-21,2.22
2016-04-22,2.22
2016-04-23,2.22
2016-04-24,2.22
2016-04-25,2.22
2016-04-26,1.59
2016-04-27,1.59
2016-04-28,1.59
2016-04-29,1.59
2016-04-30,1.59
2016-05-01,1.59
2016-05-02,1.59
2016-05-03,1.59
2016-05-04,1.59
2016-05-05,1.59
2016-05-06,1.59
2016-05-07,1.59
2016-05-08,1.59
2016-05-09,1.59
2016-05-10,1.59
2016-05-11,1.59
2016-05-12,1.59
2016-05-13,1.59
2016-05-14,1.59
2016-05-15,1.59
2016-05-16,1.59
2016-05-17,1.59
2016-05-18,1.59
2016-05-19,1.59
2016-05-20,1.59
2016-05-21,1.59
2016-05-22,1.59
2016-05-23,1.59
2016-05-24,1.59
2016-05-25,1.59
2016-05-26,1.59
2016-05-27,1.59
2016-05-28,2.47
2016-05-29,2.47
2016-05-30,2.47
2016-05-31,2.47
2016-06-01,2.47
2016-06-02,2.47
2016-06-03,2.47
2016-06-04,2.47
2016-06-05,2.47
2016-06-06,2.47
2016-06-07,2.47
2016-06-08,2.47
2016-06-09,2.47
2016-06-10,2.47
2016-06-11,2.47
2016-06-12,2.47
2016-06-13,2.47
2016-06-14,2.47
2016-06-15,2.47
2016-06-16,2.47
2016-06-17,2.47
2016-06-18,2.47
2016-06-19,2.47
2016-06-20,2.47
2016-06-21,2.47
2016-06-22,2.47
2016-06-23,2.47
2016-06-24,2.47
2016-06-25,2.47
2016-06-26,2.47
2016-06-27,2.47
2016-06-28,2.47
2016-06-29,2.63
2016-06-30,2.63
2016-07-01,2.63
2016-07-02,2.63
2016-07-03,2.63
2016-07-04,2.63
