date,openIssue
2015-11-18,40.91
2015-11-19,40.91
2015-11-20,40.91
2015-11-21,40.91
2015-11-22,40.91
2015-11-23,40.91
2015-11-24,40.91
2015-11-25,40.91
2015-11-26,40.91
2015-11-27,40.91
2015-11-28,40.91
2015-11-29,40.91
2015-11-30,40.91
2015-12-01,40.91
2015-12-02,40.91
2015-12-03,40.91
2015-12-04,40.91
2015-12-05,40.91
2015-12-06,40.91
2015-12-07,40.91
2015-12-08,40.91
2015-12-09,40.91
2015-12-10,40.91
2015-12-11,40.91
2015-12-12,40.91
2015-12-13,40.91
2015-12-14,40.91
2015-12-15,40.91
2015-12-16,40.91
2015-12-17,40.91
2015-12-18,40.91
2015-12-19,40.91
2015-12-20,18.81
2015-12-21,18.81
2015-12-22,18.81
2015-12-23,18.81
2015-12-24,18.81
2015-12-25,18.81
2015-12-26,18.81
2015-12-27,18.81
2015-12-28,18.81
2015-12-29,18.81
2015-12-30,18.81
2015-12-31,18.81
2016-01-01,18.81
2016-01-02,18.81
2016-01-03,18.81
2016-01-04,18.81
2016-01-05,18.81
2016-01-06,18.81
2016-01-07,18.81
2016-01-08,18.81
2016-01-09,18.81
2016-01-10,18.81
2016-01-11,18.81
2016-01-12,18.81
2016-01-13,18.81
2016-01-14,18.81
2016-01-15,18.81
2016-01-16,18.81
2016-01-17,18.81
2016-01-18,18.81
2016-01-19,18.81
2016-01-20,18.81
2016-01-21,31.75
2016-01-22,31.75
2016-01-23,31.75
2016-01-24,31.75
2016-01-25,31.75
2016-01-26,31.75
2016-01-27,31.75
2016-01-28,31.75
2016-01-29,31.75
2016-01-30,31.75
2016-01-31,31.75
2016-02-01,31.75
2016-02-02,31.75
2016-02-03,31.75
2016-02-04,31.75
2016-02-05,31.75
2016-02-06,31.75
2016-02-07,31.75
2016-02-08,31.75
2016-02-09,31.75
2016-02-10,31.75
2016-02-11,31.75
2016-02-12,31.75
2016-02-13,31.75
2016-02-14,31.75
2016-02-15,31.75
2016-02-16,31.75
2016-02-17,31.75
2016-02-18,31.75
2016-02-19,31.75
2016-02-20,31.75
2016-02-21,31.75
2016-02-22,43.09
2016-02-23,43.09
2016-02-24,43.09
2016-02-25,43.09
2016-02-26,43.09
2016-02-27,43.09
2016-02-28,43.09
2016-02-29,43.09
2016-03-01,43.09
2016-03-02,43.09
2016-03-03,43.09
2016-03-04,43.09
2016-03-05,43.09
2016-03-06,43.09
2016-03-07,43.09
2016-03-08,43.09
2016-03-09,43.09
2016-03-10,43.09
2016-03-11,43.09
2016-03-12,43.09
2016-03-13,43.09
2016-03-14,43.09
2016-03-15,43.09
2016-03-16,43.09
2016-03-17,43.09
2016-03-18,43.09
2016-03-19,43.09
2016-03-20,43.09
2016-03-21,43.09
2016-03-22,43.09
2016-03-23,43.09
2016-03-24,43.09
2016-03-25,32.72
2016-03-26,32.72
2016-03-27,32.72
2016-03-28,32.72
2016-03-29,32.72
2016-03-30,32.72
2016-03-31,32.72
2016-04-01,32.72
2016-04-02,32.72
2016-04-03,32.72
2016-04-04,32.72
2016-04-05,32.72
2016-04-06,32.72
2016-04-07,32.72
2016-04-08,32.72
2016-04-09,32.72
