date,mergePR
2016-09-05,1.88
2016-09-06,1.88
2016-09-07,1.88
2016-09-08,1.88
2016-09-09,1.88
2016-09-10,1.88
2016-09-11,1.88
2016-09-12,1.88
2016-09-13,1.88
2016-09-14,1.88
2016-09-15,1.88
2016-09-16,1.88
2016-09-17,1.88
2016-09-18,1.88
2016-09-19,1.88
2016-09-20,1.88
2016-09-21,1.88
2016-09-22,1.88
2016-09-23,1.88
2016-09-24,1.88
2016-09-25,1.88
2016-09-26,1.88
2016-09-27,1.88
2016-09-28,1.88
2016-09-29,1.88
2016-09-30,1.88
2016-10-01,1.88
2016-10-02,1.88
2016-10-03,1.75
2016-10-04,1.75
2016-10-05,1.75
2016-10-06,1.75
2016-10-07,1.75
2016-10-08,1.75
2016-10-09,1.75
2016-10-10,1.75
2016-10-11,1.75
2016-10-12,1.75
2016-10-13,1.75
2016-10-14,1.75
2016-10-15,1.75
2016-10-16,1.75
2016-10-17,1.75
2016-10-18,1.75
2016-10-19,1.75
2016-10-20,1.75
2016-10-21,1.75
2016-10-22,1.75
2016-10-23,1.75
2016-10-24,1.75
2016-10-25,1.75
2016-10-26,1.75
2016-10-27,1.75
2016-10-28,1.75
2016-10-29,1.75
2016-10-30,1.75
2016-10-31,1.75
2016-11-01,1.75
2016-11-02,1.75
2016-11-03,1.75
2016-11-04,3.06
2016-11-05,3.06
2016-11-06,3.06
2016-11-07,3.06
2016-11-08,3.06
2016-11-09,3.06
2016-11-10,3.06
2016-11-11,3.06
2016-11-12,3.06
2016-11-13,3.06
2016-11-14,3.06
2016-11-15,3.06
2016-11-16,3.06
2016-11-17,3.06
2016-11-18,3.06
2016-11-19,3.06
2016-11-20,3.06
2016-11-21,3.06
2016-11-22,3.06
2016-11-23,3.06
2016-11-24,3.06
2016-11-25,3.06
2016-11-26,3.06
2016-11-27,3.06
2016-11-28,3.06
2016-11-29,3.06
2016-11-30,3.06
2016-12-01,3.06
2016-12-02,3.06
2016-12-03,3.06
2016-12-04,3.06
2016-12-05,3.06
2016-12-06,2.16
2016-12-07,2.16
2016-12-08,2.16
2016-12-09,2.16
2016-12-10,2.16
2016-12-11,2.16
2016-12-12,2.16
2016-12-13,2.16
2016-12-14,2.16
2016-12-15,2.16
2016-12-16,2.16
2016-12-17,2.16
2016-12-18,2.16
2016-12-19,2.16
2016-12-20,2.16
2016-12-21,2.16
2016-12-22,2.16
2016-12-23,2.16
2016-12-24,2.16
2016-12-25,2.16
2016-12-26,2.16
2016-12-27,2.16
2016-12-28,2.16
2016-12-29,2.16
2016-12-30,2.16
2016-12-31,2.16
