date,IssueComment
2016-04-14,157
2016-04-15,281
2016-04-16,83
2016-04-17,96
2016-04-18,246
2016-04-19,174
2016-04-20,208
2016-04-21,298
2016-04-22,200
2016-04-23,75
2016-04-24,47
2016-04-25,159
2016-04-26,205
2016-04-27,219
2016-04-28,249
2016-04-29,214
2016-04-30,20
2016-05-01,16
2016-05-02,105
2016-05-03,75
2016-05-04,140
2016-05-05,61
2016-05-06,136
2016-05-07,19
2016-05-08,34
2016-05-09,173
2016-05-10,189
2016-05-11,108
2016-05-12,137
2016-05-13,85
2016-05-14,26
2016-05-15,26
2016-05-16,82
2016-05-17,153
2016-05-18,112
2016-05-19,100
2016-05-20,73
2016-05-21,22
2016-05-22,47
2016-05-23,228
2016-05-24,310
2016-05-25,297
2016-05-26,239
2016-05-27,188
2016-05-28,50
2016-05-29,15
2016-05-30,208
2016-05-31,175
2016-06-01,138
2016-06-02,170
2016-06-03,142
2016-06-04,29
2016-06-05,27
2016-06-06,184
2016-06-07,271
2016-06-08,236
2016-06-09,219
2016-06-10,186
2016-06-11,47
2016-06-12,29
2016-06-13,201
2016-06-14,191
2016-06-15,205
2016-06-16,253
2016-06-17,180
2016-06-18,26
2016-06-19,27
2016-06-20,146
2016-06-21,155
2016-06-22,267
2016-06-23,139
2016-06-24,144
2016-06-25,63
2016-06-26,51
2016-06-27,226
2016-06-28,325
2016-06-29,356
2016-06-30,239
2016-07-01,160
2016-07-02,76
2016-07-03,30
2016-07-04,236
2016-07-05,345
2016-07-06,235
2016-07-07,183
2016-07-08,477
2016-07-09,92
2016-07-10,58
2016-07-11,309
2016-07-12,287
2016-07-13,292
2016-07-14,242
2016-07-15,257
2016-07-16,61
2016-07-17,31
2016-07-18,94
2016-07-19,154
2016-07-20,181
2016-07-21,145
2016-07-22,143
2016-07-23,42
2016-07-24,25
2016-07-25,165
2016-07-26,213
2016-07-27,178
2016-07-28,169
2016-07-29,81
2016-07-30,29
2016-07-31,25
2016-08-01,67
2016-08-02,228
2016-08-03,188
2016-08-04,216
2016-08-05,235
2016-08-06,96
2016-08-07,46
2016-08-08,359
2016-08-09,253
2016-08-10,130
2016-08-11,123
2016-08-12,187
2016-08-13,30
2016-08-14,47
2016-08-15,300
2016-08-16,212
2016-08-17,169
2016-08-18,200
2016-08-19,127
2016-08-20,45
2016-08-21,27
2016-08-22,227
2016-08-23,190
2016-08-24,192
2016-08-25,238
2016-08-26,259
2016-08-27,46
2016-08-28,58
2016-08-29,300
2016-08-30,218
2016-08-31,374
2016-09-01,308
2016-09-02,218
2016-09-03,37
2016-09-04,40
2016-09-05,161
2016-09-06,231
2016-09-07,248
2016-09-08,267
2016-09-09,401
2016-09-10,63
2016-09-11,85
2016-09-12,267
2016-09-13,321
2016-09-14,254
2016-09-15,178
2016-09-16,179
2016-09-17,63
2016-09-18,101
2016-09-19,331
2016-09-20,323
2016-09-21,242
2016-09-22,303
2016-09-23,260
2016-09-24,85
2016-09-25,65
2016-09-26,298
2016-09-27,419
2016-09-28,548
2016-09-29,473
2016-09-30,188
2016-10-01,35
2016-10-02,23
2016-10-03,191
2016-10-04,200
2016-10-05,212
2016-10-06,179
2016-10-07,195
2016-10-08,49
2016-10-09,29
2016-10-10,225
2016-10-11,355
2016-10-12,267
2016-10-13,337
2016-10-14,374
2016-10-15,40
2016-10-16,79
2016-10-17,290
2016-10-18,203
2016-10-19,208
2016-10-20,229
2016-10-21,236
2016-10-22,89
2016-10-23,102
2016-10-24,336
2016-10-25,347
2016-10-26,397
2016-10-27,420
2016-10-28,244
2016-10-29,39
2016-10-30,55
2016-10-31,315
2016-11-01,186
2016-11-02,238
2016-11-03,270
2016-11-04,217
2016-11-05,88
2016-11-06,53
2016-11-07,386
2016-11-08,319
2016-11-09,194
2016-11-10,256
2016-11-11,245
2016-11-12,76
2016-11-13,35
2016-11-14,282
2016-11-15,276
2016-11-16,221
2016-11-17,270
2016-11-18,242
2016-11-19,60
2016-11-20,43
2016-11-21,178
2016-11-22,252
2016-11-23,256
2016-11-24,149
2016-11-25,153
2016-11-26,47
2016-11-27,40
2016-11-28,206
2016-11-29,259
2016-11-30,283
2016-12-01,222
2016-12-02,204
2016-12-03,58
2016-12-04,55
2016-12-05,276
2016-12-06,392
2016-12-07,483
2016-12-08,402
2016-12-09,214
2016-12-10,48
2016-12-11,29
2016-12-12,238
2016-12-13,227
2016-12-14,192
2016-12-15,246
2016-12-16,290
2016-12-17,122
2016-12-18,61
2016-12-19,251
2016-12-20,263
2016-12-21,195
2016-12-22,99
2016-12-23,95
2016-12-24,42
2016-12-25,45
2016-12-26,50
2016-12-27,75
2016-12-28,73
2016-12-29,84
2016-12-30,87
2016-12-31,62
