date,IssueComment,openIssue,openPR,ReviewComment,mergePR
2020-10-01,0.0,0.0,2.0,0.0,0.0
2020-10-02,0.0,0.0,1.8095238095238095,0.0,0.0
2020-10-03,0.0,0.0,1.7324263038548753,0.0,0.0
2020-10-04,0.0,0.0,1.5674333225353634,0.0,0.0
2020-10-05,0.0,0.0,1.4181539584843763,0.0,0.0
2020-10-06,0.0,0.0,1.2830916767239595,0.0,0.0
2020-10-07,0.0,0.0,1.1608924694169158,0.0,0.0
2020-10-08,0.0,0.0,1.0503312818534,0.0,0.0
2020-10-09,0.0,0.0,0.9502997312006953,0.0,0.0
2020-10-10,0.0,0.0,0.8597949948958672,0.0,0.0
2020-10-11,0.0,0.0,0.777909757286737,0.0,0.0
2020-10-12,0.0,0.0,0.7038231137356191,0.0,0.0
2020-10-13,0.0,0.0,0.6367923409988935,0.0,0.0
2020-10-14,0.0,0.0,0.5761454513799512,0.0,0.0
2020-10-15,0.0,0.0,0.5212744560104321,0.0,0.0
2020-10-16,0.0,0.0,0.47162926972372426,0.0,0.0
2020-10-17,0.0,0.0,0.4267121964167029,0.0,0.0
2020-10-18,0.0,0.0,0.38607293961511213,0.0,0.0
2020-10-19,0.0,0.0,0.3493040882231967,0.0,0.0
2020-10-20,0.0,0.0,0.31603703220193985,0.0,0.0
2020-10-21,0.09523809523809523,0.0,0.28593826723032656,0.0,0.19047619047619047
2020-10-22,0.08616780045351473,0.0,0.2587060513036288,0.0,0.17233560090702946
2020-10-23,0.0779613432674657,0.0,0.23406737975090222,0.0,0.1559226865349314
2020-10-24,0.07053645343246898,0.0,0.3070133435841496,0.0,0.23631100210303319
2020-10-25,0.06381869596271003,0.0,0.2777739775285163,0.0,0.21380519237893478
2020-10-26,0.05774072491864241,0.0,0.25131931300199095,0.0,0.19344279310475052
2020-10-27,0.052241608259724084,0.0,0.22738414033513468,0.0,0.17501966995191715
2020-10-28,0.04726621699689322,0.0,0.20572850792226471,0.0,0.15835112995649647
2020-10-29,0.04276467252099863,0.0,0.18613531669157285,0.0,0.14327006996063968
2020-10-30,0.03869184656661781,0.0,0.16840814367332782,0.0,0.12962530139295972
2020-10-31,0.03500690879836849,0.0,0.1523692728472966,0.0,0.11728003459363022
2020-11-01,0.03167291748423816,0.0,0.13785791352850643,0.0,0.10611050748947497
2020-11-02,0.028656449152405953,0.0,0.12472858843055344,0.0,0.09600474487142974
2020-11-03,0.02592726351884348,0.0,0.1128496752466912,0.0,0.08686143583605548
2020-11-04,0.023458000326572675,0.0,0.10210208712795871,0.0,0.07858891813738353
2020-11-05,0.021223905057375276,0.0,0.09237807883005787,0.0,0.07110425926715652
2020-11-06,0.01920258076619668,0.0,0.08358016656052855,0.0,0.06433242505123686
2020-11-07,0.017373763550368425,0.0,0.07562015069762107,0.0,0.05820552742730954
2020-11-08,0.01571911940271429,0.0,0.06841823158356192,0.0,0.05266214386280387
2020-11-09,0.014222060411979594,0.0,0.06190220952798459,0.0,0.04764670159015588
2020-11-10,0.012867578467981538,0.0,0.05600676100150987,0.0,0.04310892048633151
2020-11-11,0.01164209480436425,0.0,0.050672783763270834,0.0,0.0390033090114428
2020-11-12,0.010533323870615273,0.0,0.045846804357245044,0.0,0.03528870815321015
