date,IssueComment,openIssue,openPR,ReviewComment,mergePR
2018-05-17,0.0,0.0,1.0,0.0,1.0
2018-05-18,0.0,0.0,1.0,0.0,0.9047619047619048
2018-05-19,0.0,0.0,0.9047619047619048,0.0,0.9138321995464853
2018-05-20,0.0,0.0,0.8185941043083901,0.0,0.8268005614944391
2018-05-21,0.0,0.0,0.7406327610409243,0.0,0.7480576508759211
2018-05-22,0.0,0.0,0.6700963076084554,0.0,0.6768140650782144
2018-05-23,0.0,0.0,0.6062776116457453,0.0,0.612355582689813
2018-05-24,0.0,0.0,0.5485368867271029,0.0,0.5540360033860213
2018-05-25,0.0,0.0,0.4962952784673788,0.0,0.5012706697302097
2018-05-26,0.0,0.0,0.4490290614704856,0.0,0.4535306059463802
2018-05-27,0.0,0.0,0.40626438894948697,0.0,0.4103372149038678
2018-05-28,0.0,0.0,0.3675725423828692,0.0,0.3712574801511185
2018-05-29,0.0,0.0,0.3325656335845007,0.0,0.335899624898631
2018-05-30,0.0,0.0,0.3008927161002625,0.0,0.30390918443209475
2018-05-31,0.0,0.0,0.2722362669478566,0.0,0.2749654525814191
2018-06-01,0.0,0.0,0.2463090034290131,0.0,0.24877826662128394
2018-06-02,0.0,0.0,0.22285100310244044,0.0,0.22508509837163784
2018-06-03,0.0,0.0,0.20162709804506515,0.0,0.20364842233624375
2018-06-04,0.0,0.0,0.18242451727886846,0.0,0.18425333449469672
2018-06-05,0.0,0.0,0.16505075372850003,0.0,0.16670539787615418
2018-06-06,0.0,0.0,0.14933163432578575,0.0,0.15082869331652046
2018-06-07,0.0,0.0,0.13510957391380615,0.0,0.13646405585780422
2018-06-08,0.0,0.0,0.12224199544582462,0.0,0.1234674791094419
2018-06-09,0.0,0.0,0.11059990064146037,0.0,0.11170867157520935
2018-06-10,0.0,0.0,0.1000665767708451,0.0,0.10106975047280846
2018-06-11,0.0,0.0,0.09053642660219319,0.0,0.09144405995158861
2018-06-12,0.0,0.0,0.0819139097829367,0.0,0.08273510186096113
2018-06-13,0.0,0.0,0.07411258504170463,0.0,0.0748555683503934
2018-06-14,0.0,0.0,0.06705424360916133,0.0,0.06772646660273689
2018-06-15,0.0,0.0,0.060668125170193585,0.0,0.061276326926285755
2018-06-16,0.0,0.0,0.05489020848731801,0.0,0.05544048626663949
2018-06-17,0.0,0.0,0.049662569583763916,0.0,0.05016043995553097
2018-06-18,0.0,0.0,0.044932801051976876,0.0,0.04538325519786135
2018-06-19,0.0,0.0,0.040653486666074316,0.0,0.04106104041711265
2018-06-20,0.0,0.0,0.0367817260312101,0.0,0.0371504651392924
2018-06-21,0.0,0.0,0.033278704504428186,0.0,0.033612325602216934
2018-06-22,0.0,0.0,0.030109304075435026,0.0,0.03041115173533913
2018-06-23,0.0,0.0,0.027241751306345978,0.0,0.02751485157006874
2018-06-24,0.0,0.0,0.024647298800979694,0.0,0.024894389515776476
2018-06-25,0.0,0.0,0.0222999370104102,0.0,0.022523495276178716
2018-06-26,0.0,0.0,0.02017613348560923,0.0,0.02037840048797122
2018-06-27,0.0,0.0,0.018254596963170253,0.0,0.01843760044149777
2018-06-28,0.0,0.0,0.016516063919058802,0.0,0.01668163849468846
2018-06-29,0.0,0.0,0.014943105450577011,0.0,0.015092911019003844
2018-06-30,0.0,0.0,0.013519952550522059,0.0,0.01365549092195586
2018-07-01,0.0,0.0,0.01223233802190091,0.0,0.012354967977007683
2018-07-02,0.0,0.0,0.011067353448386538,0.0,0.011178304360149808
2018-07-03,0.0,0.0,0.010013319786635439,0.0,0.010113703944897445
2018-07-04,0.0,0.0,0.009059670283146349,0.0,0.009150494045383402
2018-07-05,0.0,0.0,0.008196844541894316,0.0,0.008279018422013555
2018-07-06,0.0,0.0,0.007416192680761524,0.0,0.007490540477059883
2018-07-07,0.0,0.0,0.006709888615927093,0.0,0.0067771556697208465
2018-07-08,0.0,0.0,0.006070851604886417,0.0,0.006131712272604575
2018-07-09,0.0,0.0,0.005492675261563901,0.0,0.005547739675213663
2018-07-10,0.0,0.0,0.004969563331891149,0.0,0.005019383515669505
2018-07-11,0.0,0.0,0.004496271585996754,0.0,0.004541346990367647
2018-07-12,0.0,0.0,0.004068055244473254,0.0,0.004108837753189776
2018-07-13,0.0,0.0,0.0036806214116662777,0.0,0.0037175198719336068
2018-07-14,0.0,0.0,0.0033300860391266324,0.0,0.0033634703603208824
2018-07-15,0.0,0.0,0.003012934987781239,0.0,0.0030431398498141317
2018-07-16,0.0,0.0,0.00272598879846874,0.0,0.0027533170069746907
2018-07-17,0.0,0.0,0.002466370817662193,0.0,0.002491096339643768
2018-07-18,0.0,0.0,0.0022314783588372224,0.0,0.0022538490692015044
2018-07-19,0.0,0.0,0.0020189566103765346,0.0,0.002039196776896599
2018-07-20,0.0,0.0,0.0018266750284359123,0.0,0.001844987560049304
2018-07-21,0.0,0.0,0.0016527059781086826,0.0,0.0016692744590922274
2018-07-22,0.0,0.0,0.0014953054087649986,0.0,0.001510295939178682
2018-07-23,0.0,0.0,0.0013528953698349988,0.0,0.001366458230685474
2018-07-24,0.0,0.0,0.0012240481917554751,0.0,0.0012363193515725719
2018-07-25,0.0,0.0,0.0011074721734930489,0.0,0.001118574651422803
2018-07-26,0.0,0.0,0.0010019986331603777,0.0,0.001012043732239679
2018-07-27,0.0,0.0,0.0009065701919070084,0.0,0.0009156586148835192
2018-07-28,0.0,0.0,0.0008202301736301504,0.0,0.0008284530325136602
2018-07-29,0.0,0.0,0.0007421130142368028,0.0,0.0007495527437028354
