date,IssueComment
2015-01,2950
2015-02,2660
2015-03,2853
2015-04,3350
2015-05,3262
2015-06,3644
2015-07,4095
2015-08,3786
2015-09,3783
2015-10,4091
2015-11,3540
2015-12,3581
2016-01,3788
2016-02,3484
2016-03,2665
2016-04,790
2016-05,312
2016-06,74
2016-07,38
2016-08,136
2016-09,4
2016-10,7
2016-11,3
2017-01,1
2017-02,1
2017-06,1
2023-07,1
