date,IssueComment,openIssue,openPR,ReviewComment,mergePR
2017-03-08,0.0,1.0,0.0,0.0,0.0
2017-03-09,1.3333333333333333,1.380952380952381,0.47619047619047616,0.0,0.19047619047619047
2017-03-10,1.873015873015873,1.5351473922902494,0.6213151927437641,0.0,0.4580498866213152
2017-03-11,2.5517762660619803,1.3889428787387972,0.7526185077205485,0.0,0.7001403736097613
2017-03-12,2.4992261454846485,1.2566626045731975,0.776178649842401,0.0,0.7286984332659745
2017-03-13,2.3564427030575392,1.1369804517567024,0.8927330641431247,0.0,0.8497747729549293
2017-03-14,2.322495778956821,1.028696599208445,0.8077108675580652,0.0,0.768843842197317
2017-03-15,2.482258085722838,0.9307254945219263,0.8260241182668209,0.0,0.7908587143690011
2017-03-16,2.7220430299397105,0.8420849712341238,0.842593249860457,0.0,0.7155388368100486
2017-03-17,2.5580389318502146,0.7618864025451597,0.7623462736832707,0.0,0.6473922809233773
2017-03-18,2.409654271674004,0.689325792778954,0.8802180571420068,0.0,0.6809739684544842
2017-03-19,2.3706395791336226,0.6236757172761965,0.8916258612237205,0.0,0.8065954952683428
2017-03-20,2.3353405715970874,0.5642780299165587,0.8067091125357471,0.0,0.7297768766713578
2017-03-21,2.2081652790640316,0.7010134556387912,0.7298796732466283,0.0,0.7555124122264666
2017-03-22,2.855006681057933,0.6342502693874777,0.7556054186517113,0.0,0.6835588491572793
2017-03-23,2.9640536638143202,0.764321672302956,0.8741191883039292,0.0,0.808934196856586
2017-03-24,3.1579533148796233,0.6915291320836269,0.8861078370368883,0.19047619047619047,0.8271309400131016
2017-03-25,3.0476720467958494,0.6256692147423291,0.8969547097000419,0.17233560090702946,0.7483565647737586
2017-03-26,2.947893756624816,0.5660816704811549,0.9067685468714665,0.1559226865349314,0.6770845109857816
2017-03-27,3.2385705417081665,0.7978834161496163,0.9156477328837077,0.14107290686493795,0.7078383670823738
2017-03-28,3.596801918688341,0.7218945193734624,0.8284431868947831,0.12763739192542006,0.7356632845031001
2017-03-29,3.635201735956118,0.9388569460997993,0.7495438357619466,0.11548144983728482,0.7608382097885191
2017-03-30,3.5747063325317256,0.9446800940902946,0.6781587085465232,0.10448321651944817,0.6883774279038982
2017-03-31,3.234258110385847,0.9499486565578856,0.708810260113521,0.09453243399378644,0.6228176728654318
2017-04-01,2.926233528444338,0.8594773559333251,0.6413045210550904,0.08552934504199726,0.5635017040211049
2017-04-02,2.8380208114496392,0.7776223696539608,0.7707040904784151,0.07738369313323562,0.7003110655429045
2017-04-03,2.567733115121102,0.7035630963535836,0.7925417961471375,0.07001381759673699,0.7288528688245326
2017-04-04,2.418425199395283,0.6365570871770518,0.8122997203236005,0.06334583496847632,0.7546764051269581
2017-04-05,2.1880989899290655,0.5759326026839993,0.7349378421975433,0.057312898304811906,0.6828024617815335
2017-04-06,2.0749467051739163,0.5210818786188565,0.7601818572263487,0.05185452703768696,0.6177736558975779
2017-04-07,1.972570828490686,0.6619312235122987,0.8782597755857441,0.23739219112933582,0.5589380696216182
2017-04-08,1.975183130539192,0.5988901546063655,0.7946159874347208,0.21478341102178003,0.6009439677528926
2017-04-09,1.7870704514402214,0.5418529970248069,0.814176369583795,0.19432784806732478,0.638949304157379
2017-04-10,1.8073494560649621,0.49024794968911106,0.8318738581948621,0.17582043396567482,0.6733350847138191
2017-04-11,1.6352209364397277,0.44355766876633856,0.7526477764620182,0.15907563073084866,0.6092079337886934
