date,openPR
2015-12-17,4.1
2015-12-18,3.93
2015-12-19,3.67
2015-12-20,3.27
2015-12-21,3.07
2015-12-22,2.93
2015-12-23,2.7
2015-12-24,2.43
2015-12-25,2.33
2015-12-26,2.3
2015-12-27,2.07
2015-12-28,2.1
2015-12-29,2.07
2015-12-30,1.97
2015-12-31,1.77
2016-01-01,1.83
2016-01-02,1.7
2016-01-03,1.6
2016-01-04,1.6
2016-01-05,1.57
2016-01-06,1.43
2016-01-07,1.23
2016-01-08,1.23
2016-01-09,1.17
2016-01-10,1.07
2016-01-11,1.0
2016-01-12,1.03
2016-01-13,1.1
2016-01-14,1.2
2016-01-15,1.2
2016-01-16,1.17
2016-01-17,1.1
2016-01-18,1.17
2016-01-19,1.13
2016-01-20,1.17
2016-01-21,1.27
2016-01-22,1.3
2016-01-23,1.27
2016-01-24,1.2
2016-01-25,1.27
2016-01-26,1.27
2016-01-27,1.2
2016-01-28,1.3
2016-01-29,1.3
2016-01-30,1.43
2016-01-31,1.37
2016-02-01,1.43
2016-02-02,1.53
2016-02-03,1.5
2016-02-04,1.6
2016-02-05,1.67
2016-02-06,1.73
2016-02-07,1.7
2016-02-08,1.73
2016-02-09,1.77
2016-02-10,1.87
2016-02-11,1.9
2016-02-12,1.93
2016-02-13,1.87
2016-02-14,1.8
2016-02-15,1.9
2016-02-16,1.9
2016-02-17,1.83
2016-02-18,2.03
2016-02-19,2.1
2016-02-20,2.0
2016-02-21,1.9
2016-02-22,1.97
2016-02-23,2.03
2016-02-24,1.93
2016-02-25,1.93
2016-02-26,2.0
2016-02-27,1.9
2016-02-28,2.0
2016-02-29,1.87
2016-03-01,1.83
2016-03-02,1.83
2016-03-03,1.83
2016-03-04,1.97
2016-03-05,1.87
2016-03-06,1.8
2016-03-07,1.73
2016-03-08,1.87
2016-03-09,1.8
2016-03-10,1.83
2016-03-11,1.8
2016-03-12,1.8
2016-03-13,1.7
2016-03-14,1.67
2016-03-15,1.7
2016-03-16,1.77
2016-03-17,1.73
2016-03-18,1.7
2016-03-19,1.6
2016-03-20,1.47
2016-03-21,1.5
2016-03-22,1.7
2016-03-23,1.8
2016-03-24,1.8
2016-03-25,1.8
2016-03-26,1.8
2016-03-27,1.77
2016-03-28,1.77
2016-03-29,1.77
2016-03-30,1.8
2016-03-31,1.87
2016-04-01,1.93
2016-04-02,1.83
2016-04-03,1.7
2016-04-04,1.8
2016-04-05,1.8
2016-04-06,1.9
2016-04-07,1.83
2016-04-08,1.9
2016-04-09,1.97
2016-04-10,1.9
2016-04-11,1.93
2016-04-12,2.0
2016-04-13,2.03
2016-04-14,2.1
2016-04-15,2.17
2016-04-16,2.27
2016-04-17,2.3
2016-04-18,2.33
2016-04-19,2.4
2016-04-20,2.43
2016-04-21,2.37
2016-04-22,2.23
2016-04-23,2.2
2016-04-24,2.3
2016-04-25,2.37
2016-04-26,2.4
2016-04-27,2.43
2016-04-28,2.33
2016-04-29,2.43
2016-04-30,2.4
2016-05-01,2.3
2016-05-02,2.43
2016-05-03,2.47
2016-05-04,2.4
2016-05-05,2.4
2016-05-06,2.37
2016-05-07,2.3
2016-05-08,2.23
2016-05-09,2.13
2016-05-10,2.13
2016-05-11,2.03
2016-05-12,2.03
2016-05-13,2.03
2016-05-14,1.97
2016-05-15,1.83
2016-05-16,1.7
2016-05-17,1.7
2016-05-18,1.6
2016-05-19,1.63
2016-05-20,1.6
2016-05-21,1.47
2016-05-22,1.43
2016-05-23,1.43
2016-05-24,1.37
2016-05-25,1.57
2016-05-26,1.6
2016-05-27,1.6
2016-05-28,1.7
2016-05-29,1.6
2016-05-30,1.67
2016-05-31,1.63
2016-06-01,1.5
2016-06-02,1.53
2016-06-03,1.6
2016-06-04,1.6
2016-06-05,1.53
2016-06-06,1.6
2016-06-07,1.83
2016-06-08,1.87
2016-06-09,1.97
2016-06-10,2.07
2016-06-11,2.07
2016-06-12,2.13
2016-06-13,2.23
2016-06-14,2.2
2016-06-15,2.3
2016-06-16,2.27
2016-06-17,2.3
2016-06-18,2.2
2016-06-19,2.2
2016-06-20,2.27
2016-06-21,2.47
2016-06-22,2.5
2016-06-23,2.6
2016-06-24,2.4
2016-06-25,2.3
2016-06-26,2.33
2016-06-27,2.27
2016-06-28,2.47
2016-06-29,2.47
2016-06-30,2.6
2016-07-01,2.63
2016-07-02,2.63
2016-07-03,2.57
2016-07-04,2.6
2016-07-05,2.67
2016-07-06,2.73
2016-07-07,2.67
2016-07-08,2.87
2016-07-09,2.83
2016-07-10,2.77
2016-07-11,2.7
2016-07-12,2.67
2016-07-13,2.73
2016-07-14,2.9
2016-07-15,2.87
2016-07-16,2.97
2016-07-17,2.9
2016-07-18,2.97
2016-07-19,2.97
2016-07-20,3.03
2016-07-21,2.9
2016-07-22,2.97
2016-07-23,2.83
2016-07-24,2.77
2016-07-25,2.87
2016-07-26,2.97
2016-07-27,2.9
2016-07-28,2.7
2016-07-29,2.63
2016-07-30,2.57
2016-07-31,2.53
2016-08-01,2.5
2016-08-02,2.47
2016-08-03,2.5
2016-08-04,2.47
2016-08-05,2.47
2016-08-06,2.4
2016-08-07,2.17
2016-08-08,2.2
2016-08-09,2.3
2016-08-10,2.4
2016-08-11,2.37
2016-08-12,2.2
2016-08-13,2.0
2016-08-14,2.07
2016-08-15,1.97
2016-08-16,2.0
2016-08-17,2.03
2016-08-18,2.1
2016-08-19,2.07
2016-08-20,2.0
2016-08-21,1.87
2016-08-22,1.97
2016-08-23,2.07
2016-08-24,2.03
2016-08-25,1.97
2016-08-26,2.17
2016-08-27,2.17
2016-08-28,2.2
2016-08-29,2.37
2016-08-30,2.43
2016-08-31,2.67
2016-09-01,2.83
2016-09-02,2.83
2016-09-03,2.9
2016-09-04,2.77
2016-09-05,2.67
2016-09-06,2.83
2016-09-07,2.8
2016-09-08,2.8
2016-09-09,2.9
2016-09-10,2.87
2016-09-11,2.87
2016-09-12,2.9
2016-09-13,2.83
2016-09-14,3.0
2016-09-15,3.07
2016-09-16,3.0
2016-09-17,2.9
2016-09-18,2.8
2016-09-19,3.0
2016-09-20,3.17
2016-09-21,3.27
2016-09-22,3.43
2016-09-23,3.47
2016-09-24,3.37
2016-09-25,3.23
2016-09-26,3.23
2016-09-27,3.37
2016-09-28,3.2
2016-09-29,3.3
2016-09-30,3.1
2016-10-01,3.0
2016-10-02,2.93
2016-10-03,2.93
2016-10-04,3.0
2016-10-05,3.2
2016-10-06,3.1
2016-10-07,3.1
2016-10-08,3.03
2016-10-09,2.97
2016-10-10,3.07
2016-10-11,3.13
2016-10-12,3.13
2016-10-13,3.13
2016-10-14,3.17
2016-10-15,3.1
2016-10-16,3.1
2016-10-17,3.2
2016-10-18,3.37
2016-10-19,3.27
2016-10-20,3.3
2016-10-21,3.1
2016-10-22,2.9
2016-10-23,2.83
2016-10-24,2.9
2016-10-25,2.9
2016-10-26,2.87
2016-10-27,2.73
2016-10-28,2.77
2016-10-29,2.6
2016-10-30,2.6
2016-10-31,2.67
2016-11-01,2.8
2016-11-02,2.8
2016-11-03,2.87
2016-11-04,2.7
2016-11-05,2.63
2016-11-06,2.57
2016-11-07,2.6
2016-11-08,2.63
2016-11-09,2.6
2016-11-10,2.6
2016-11-11,2.57
2016-11-12,2.63
2016-11-13,2.4
2016-11-14,2.43
2016-11-15,2.53
2016-11-16,2.6
2016-11-17,2.6
2016-11-18,2.73
2016-11-19,2.53
2016-11-20,2.53
2016-11-21,2.73
2016-11-22,2.93
2016-11-23,3.13
2016-11-24,3.17
2016-11-25,3.3
2016-11-26,3.23
2016-11-27,3.17
2016-11-28,3.5
2016-11-29,3.7
2016-11-30,3.73
2016-12-01,3.8
2016-12-02,3.9
2016-12-03,4.0
2016-12-04,3.97
2016-12-05,4.03
2016-12-06,4.27
2016-12-07,4.33
2016-12-08,4.43
2016-12-09,4.53
2016-12-10,4.47
2016-12-11,4.47
2016-12-12,4.5
2016-12-13,4.63
2016-12-14,4.67
2016-12-15,4.6
2016-12-16,4.67
2016-12-17,4.6
2016-12-18,4.5
2016-12-19,4.67
2016-12-20,5.0
2016-12-21,4.93
2016-12-22,4.83
2016-12-23,4.67
2016-12-24,4.6
2016-12-25,4.5
2016-12-26,4.53
2016-12-27,4.63
2016-12-28,4.37
2016-12-29,4.17
2016-12-30,4.03
2016-12-31,3.83
