date,ReviewComment
2015-12-17,1.5
2015-12-18,1.5
2015-12-19,1.33
2015-12-20,1.2
2015-12-21,1.0
2015-12-22,0.97
2015-12-23,1.03
2015-12-24,0.87
2015-12-25,0.67
2015-12-26,0.67
2015-12-27,0.53
2015-12-28,0.53
2015-12-29,0.53
2015-12-30,0.53
2015-12-31,0.5
2016-01-01,0.5
2016-01-02,0.5
2016-01-03,0.4
2016-01-04,0.4
2016-01-05,0.4
2016-01-06,0.4
2016-01-07,0.37
2016-01-08,0.37
2016-01-09,0.27
2016-01-10,0.13
2016-01-11,0.13
2016-01-12,0.13
2016-01-13,0.13
2016-01-14,0.13
2016-01-15,1.1
2016-01-16,1.13
2016-01-17,1.13
2016-01-18,1.27
2016-01-19,1.83
2016-01-20,1.83
2016-01-21,2.33
2016-01-22,2.27
2016-01-23,2.27
2016-01-24,2.27
2016-01-25,2.3
2016-01-26,2.3
2016-01-27,2.3
2016-01-28,2.3
2016-01-29,2.3
2016-01-30,2.3
2016-01-31,2.4
2016-02-01,2.4
2016-02-02,2.4
2016-02-03,2.4
2016-02-04,2.4
2016-02-05,2.4
2016-02-06,2.4
2016-02-07,2.4
2016-02-08,2.4
2016-02-09,2.4
2016-02-10,2.4
2016-02-11,2.4
2016-02-12,2.4
2016-02-13,2.4
2016-02-14,1.4
2016-02-15,1.37
2016-02-16,1.43
2016-02-17,1.3
2016-02-18,0.73
2016-02-19,0.73
2016-02-20,0.23
2016-02-21,0.2
2016-02-22,0.2
2016-02-23,0.2
2016-02-24,0.17
2016-02-25,0.17
2016-02-26,0.17
2016-02-27,0.17
2016-02-28,0.17
2016-02-29,0.27
2016-03-01,0.17
2016-03-02,0.17
2016-03-03,0.17
2016-03-04,0.2
2016-03-05,0.2
2016-03-06,0.2
2016-03-07,0.23
2016-03-08,0.23
2016-03-09,0.23
2016-03-10,0.23
2016-03-11,0.23
2016-03-12,0.23
2016-03-13,0.23
2016-03-14,0.23
2016-03-15,0.23
2016-03-16,0.83
2016-03-17,0.8
2016-03-18,0.8
2016-03-19,0.8
2016-03-20,0.8
2016-03-21,0.8
2016-03-22,1.2
2016-03-23,1.2
2016-03-24,1.27
2016-03-25,1.27
2016-03-26,1.27
2016-03-27,1.27
2016-03-28,1.27
2016-03-29,1.27
2016-03-30,1.63
2016-03-31,1.63
2016-04-01,1.63
2016-04-02,1.63
2016-04-03,1.6
2016-04-04,1.63
2016-04-05,1.67
2016-04-06,1.63
2016-04-07,1.63
2016-04-08,1.63
2016-04-09,1.9
2016-04-10,2.0
2016-04-11,2.0
2016-04-12,2.0
2016-04-13,2.03
2016-04-14,2.03
2016-04-15,1.8
2016-04-16,1.77
2016-04-17,1.77
2016-04-18,2.13
2016-04-19,2.13
2016-04-20,2.3
2016-04-21,2.9
2016-04-22,2.9
2016-04-23,2.9
2016-04-24,2.9
2016-04-25,2.9
2016-04-26,2.9
2016-04-27,2.9
2016-04-28,2.9
2016-04-29,2.63
2016-04-30,2.63
2016-05-01,2.63
2016-05-02,2.83
2016-05-03,2.9
2016-05-04,2.87
2016-05-05,2.83
2016-05-06,2.83
2016-05-07,2.83
2016-05-08,2.83
2016-05-09,2.57
2016-05-10,2.47
2016-05-11,2.47
2016-05-12,2.5
2016-05-13,2.7
2016-05-14,2.7
2016-05-15,2.33
2016-05-16,2.33
2016-05-17,2.43
2016-05-18,2.07
2016-05-19,2.07
2016-05-20,2.5
2016-05-21,1.5
2016-05-22,1.5
2016-05-23,1.43
2016-05-24,1.43
2016-05-25,1.43
2016-05-26,1.43
2016-05-27,1.43
2016-05-28,1.57
2016-05-29,1.37
2016-05-30,1.37
2016-05-31,1.37
2016-06-01,1.17
2016-06-02,1.8
2016-06-03,1.87
2016-06-04,1.87
2016-06-05,1.87
2016-06-06,1.87
2016-06-07,1.87
2016-06-08,1.87
2016-06-09,1.87
2016-06-10,1.87
2016-06-11,1.87
2016-06-12,1.8
2016-06-13,1.8
2016-06-14,1.97
2016-06-15,2.2
2016-06-16,2.1
2016-06-17,2.1
2016-06-18,2.1
2016-06-19,1.5
2016-06-20,1.63
2016-06-21,1.77
2016-06-22,1.9
2016-06-23,1.9
2016-06-24,1.9
2016-06-25,1.9
2016-06-26,1.9
2016-06-27,1.77
2016-06-28,1.77
2016-06-29,1.77
2016-06-30,1.8
2016-07-01,1.8
2016-07-02,1.13
2016-07-03,1.07
2016-07-04,1.07
2016-07-05,1.1
2016-07-06,1.33
2016-07-07,1.53
2016-07-08,1.8
2016-07-09,1.87
2016-07-10,1.87
2016-07-11,1.9
2016-07-12,1.73
2016-07-13,1.77
2016-07-14,1.9
2016-07-15,2.57
2016-07-16,2.57
2016-07-17,2.57
2016-07-18,2.63
2016-07-19,2.63
2016-07-20,2.53
2016-07-21,2.4
2016-07-22,2.3
2016-07-23,2.3
2016-07-24,2.3
2016-07-25,2.3
2016-07-26,2.37
2016-07-27,2.5
2016-07-28,2.5
2016-07-29,2.5
2016-07-30,2.47
2016-07-31,2.47
2016-08-01,2.43
2016-08-02,2.57
2016-08-03,2.57
2016-08-04,2.53
2016-08-05,2.3
2016-08-06,2.1
2016-08-07,1.83
2016-08-08,1.77
2016-08-09,1.9
2016-08-10,1.83
2016-08-11,1.83
2016-08-12,1.8
2016-08-13,1.5
2016-08-14,0.6
2016-08-15,0.6
2016-08-16,0.6
2016-08-17,0.53
2016-08-18,1.17
2016-08-19,1.2
2016-08-20,1.2
2016-08-21,1.17
2016-08-22,1.17
2016-08-23,1.2
2016-08-24,1.5
