date,openIssue
2016-04-18,31.07
2016-04-19,32.03
2016-04-20,32.53
2016-04-21,32.27
2016-04-22,32.63
2016-04-23,32.47
2016-04-24,32.23
2016-04-25,33.83
2016-04-26,36.43
2016-04-27,37.37
2016-04-28,37.0
2016-04-29,37.47
2016-04-30,36.97
2016-05-01,36.17
2016-05-02,36.47
2016-05-03,37.13
2016-05-04,36.93
2016-05-05,36.17
2016-05-06,34.93
2016-05-07,34.5
2016-05-08,34.07
2016-05-09,34.57
2016-05-10,35.63
2016-05-11,35.4
2016-05-12,35.5
2016-05-13,35.5
2016-05-14,34.33
2016-05-15,32.0
2016-05-16,31.73
2016-05-17,32.47
2016-05-18,33.07
2016-05-19,33.2
2016-05-20,32.23
2016-05-21,31.4
2016-05-22,30.53
2016-05-23,31.53
2016-05-24,35.93
2016-05-25,35.67
2016-05-26,34.33
2016-05-27,33.8
2016-05-28,32.77
2016-05-29,32.07
2016-05-30,32.03
2016-05-31,33.5
2016-06-01,33.73
2016-06-02,34.37
2016-06-03,34.57
2016-06-04,34.1
2016-06-05,33.37
2016-06-06,34.47
2016-06-07,36.93
2016-06-08,38.5
2016-06-09,39.1
2016-06-10,39.37
2016-06-11,38.87
2016-06-12,38.57
2016-06-13,39.43
2016-06-14,40.73
2016-06-15,42.1
2016-06-16,42.37
2016-06-17,41.83
2016-06-18,40.7
2016-06-19,40.07
2016-06-20,40.33
2016-06-21,40.63
2016-06-22,41.57
2016-06-23,38.1
2016-06-24,38.2
2016-06-25,37.23
2016-06-26,36.67
2016-06-27,38.33
2016-06-28,45.47
2016-06-29,47.63
2016-06-30,47.3
2016-07-01,48.47
2016-07-02,47.7
2016-07-03,46.97
2016-07-04,47.7
2016-07-05,48.53
2016-07-06,48.4
2016-07-07,46.77
2016-07-08,48.2
2016-07-09,47.1
2016-07-10,46.57
2016-07-11,48.13
2016-07-12,49.27
2016-07-13,50.6
2016-07-14,50.9
2016-07-15,50.9
2016-07-16,49.97
2016-07-17,49.43
2016-07-18,50.07
2016-07-19,50.93
2016-07-20,51.4
2016-07-21,51.93
2016-07-22,50.47
2016-07-23,49.43
2016-07-24,48.2
2016-07-25,49.37
2016-07-26,51.87
2016-07-27,51.53
2016-07-28,45.57
2016-07-29,44.0
2016-07-30,43.43
2016-07-31,41.8
2016-08-01,41.93
2016-08-02,42.17
2016-08-03,42.4
2016-08-04,42.87
2016-08-05,43.83
2016-08-06,43.47
2016-08-07,40.63
2016-08-08,40.93
2016-08-09,41.57
2016-08-10,40.93
2016-08-11,40.33
2016-08-12,38.93
2016-08-13,37.6
2016-08-14,36.07
2016-08-15,36.63
2016-08-16,36.9
2016-08-17,36.93
2016-08-18,36.87
2016-08-19,36.87
2016-08-20,36.17
2016-08-21,35.3
2016-08-22,36.27
2016-08-23,37.47
2016-08-24,37.67
2016-08-25,36.43
2016-08-26,36.43
2016-08-27,35.37
2016-08-28,34.7
2016-08-29,36.2
2016-08-30,39.53
2016-08-31,41.47
2016-09-01,42.67
2016-09-02,43.0
2016-09-03,42.03
2016-09-04,40.43
2016-09-05,40.53
2016-09-06,41.3
2016-09-07,41.47
2016-09-08,42.3
2016-09-09,43.23
2016-09-10,43.0
2016-09-11,42.33
2016-09-12,43.83
2016-09-13,45.7
2016-09-14,46.17
2016-09-15,47.03
2016-09-16,47.67
2016-09-17,47.4
2016-09-18,46.97
2016-09-19,47.83
2016-09-20,49.0
2016-09-21,49.7
2016-09-22,50.37
2016-09-23,50.27
2016-09-24,48.93
2016-09-25,47.93
2016-09-26,50.77
2016-09-27,55.07
2016-09-28,56.57
2016-09-29,55.87
2016-09-30,54.67
2016-10-01,53.33
2016-10-02,51.83
2016-10-03,52.5
2016-10-04,53.2
2016-10-05,53.57
2016-10-06,53.5
2016-10-07,53.6
2016-10-08,51.87
2016-10-09,49.9
2016-10-10,50.47
2016-10-11,53.07
2016-10-12,53.73
2016-10-13,53.67
2016-10-14,54.4
2016-10-15,53.23
2016-10-16,51.93
2016-10-17,53.23
2016-10-18,54.1
2016-10-19,54.27
2016-10-20,55.63
2016-10-21,55.5
2016-10-22,53.77
2016-10-23,52.77
2016-10-24,55.43
2016-10-25,60.03
2016-10-26,58.73
2016-10-27,56.2
2016-10-28,54.07
2016-10-29,51.77
2016-10-30,50.7
2016-10-31,51.77
2016-11-01,52.77
2016-11-02,53.4
2016-11-03,53.7
2016-11-04,54.73
2016-11-05,54.27
2016-11-06,53.57
2016-11-07,55.03
2016-11-08,57.13
2016-11-09,57.27
2016-11-10,55.63
2016-11-11,55.17
2016-11-12,53.57
2016-11-13,51.87
2016-11-14,52.7
2016-11-15,53.87
2016-11-16,53.03
2016-11-17,53.7
2016-11-18,53.7
2016-11-19,51.53
2016-11-20,50.1
2016-11-21,51.2
2016-11-22,52.97
2016-11-23,51.63
2016-11-24,47.97
2016-11-25,46.93
2016-11-26,45.4
2016-11-27,44.43
2016-11-28,45.6
2016-11-29,46.5
2016-11-30,46.4
2016-12-01,46.47
2016-12-02,46.47
2016-12-03,45.6
2016-12-04,44.03
2016-12-05,45.57
2016-12-06,51.97
2016-12-07,52.8
2016-12-08,52.83
2016-12-09,52.83
2016-12-10,51.97
2016-12-11,50.5
2016-12-12,51.07
2016-12-13,51.77
2016-12-14,52.33
2016-12-15,55.3
2016-12-16,56.13
2016-12-17,54.77
2016-12-18,53.5
2016-12-19,54.93
2016-12-20,56.17
2016-12-21,56.77
2016-12-22,55.57
2016-12-23,54.77
2016-12-24,53.73
2016-12-25,53.13
2016-12-26,52.9
2016-12-27,53.03
2016-12-28,51.87
2016-12-29,51.3
2016-12-30,50.77
2016-12-31,50.0
