date,mergePR
2023-09-19,1.0
2023-09-20,6.0
2023-09-21,5.0
2023-09-22,8.0
2023-09-23,1.0
2023-09-24,0.0
2023-09-25,2.0
2023-09-26,18.0
2023-09-27,0.0
2023-09-28,3.0
2023-09-29,25.0
2023-09-30,5.0
2023-10-01,19.0
2023-10-02,20.0
2023-10-03,17.0
2023-10-04,12.0
2023-10-05,6.0
2023-10-06,16.0
2023-10-07,14.0
2023-10-08,0.0
2023-10-09,6.0
2023-10-10,1.0
2023-10-11,2.0
2023-10-12,2.0
2023-10-13,1.0
2023-10-14,0.0
2023-10-15,0.0
2023-10-16,15.0
2023-10-17,2.0
2023-10-18,5.0
2023-10-19,76.0
2023-10-20,20.0
2023-10-21,5.0
2023-10-22,1.0
2023-10-23,11.0
2023-10-24,0.0
2023-10-25,1.0
2023-10-26,48.0
2023-10-27,9.0
2023-10-28,0.0
2023-10-29,0.0
2023-10-30,0.0
2023-10-31,1.0
2023-11-01,2.0
2023-11-02,1.0
2023-11-03,48.0
2023-11-04,0.0
2023-11-05,0.0
2023-11-06,6.0
2023-11-07,3.0
2023-11-08,0.0
2023-11-09,0.0
2023-11-10,0.0
2023-11-11,0.0
2023-11-12,0.0
2023-11-13,0.0
2023-11-14,0.0
2023-11-15,1.0
2023-11-16,5.0
2023-11-17,0.0
2023-11-18,0.0
2023-11-19,0.0
2023-11-20,0.0
2023-11-21,2.0
2023-11-22,0.0
2023-11-23,1.0
2023-11-24,2.0
2023-11-25,0.0
2023-11-26,0.0
2023-11-27,1.0
2023-11-28,0.0
2023-11-29,0.0
2023-11-30,0.0
2023-12-01,0.0
2023-12-02,0.0
2023-12-03,0.0
2023-12-04,0.0
2023-12-05,0.0
2023-12-06,2.0
2023-12-07,2.0
2023-12-08,0.0
2023-12-09,0.0
2023-12-10,0.0
2023-12-11,0.0
2023-12-12,0.0
2023-12-13,1.0
2023-12-14,0.0
2023-12-15,0.0
2023-12-16,0.0
2023-12-17,0.0
2023-12-18,0.0
2023-12-19,0.0
2023-12-20,0.0
2023-12-21,0.0
2023-12-22,0.0
2023-12-23,0.0
2023-12-24,0.0
2023-12-25,0.0
2023-12-26,0.0
2023-12-27,0.0
2023-12-28,0.0
2023-12-29,0.0
2023-12-30,0.0
2023-12-31,0.0
2024-01-01,0.0
2024-01-02,2.0
2024-01-03,0.0
2024-01-04,0.0
2024-01-05,0.0
2024-01-06,0.0
2024-01-07,0.0
2024-01-08,0.0
2024-01-09,0.0
2024-01-10,0.0
2024-01-11,0.0
2024-01-12,2.0
2024-01-13,0.0
2024-01-14,0.0
2024-01-15,0.0
2024-01-16,0.0
2024-01-17,0.0
2024-01-18,0.0
2024-01-19,1.0
2024-01-20,0.0
2024-01-21,0.0
2024-01-22,0.0
2024-01-23,0.0
2024-01-24,0.0
2024-01-25,0.0
2024-01-26,0.0
2024-01-27,0.0
2024-01-28,0.0
2024-01-29,0.0
2024-01-30,0.0
2024-01-31,0.0
2024-02-01,0.0
2024-02-02,1.0
2024-02-03,0.0
2024-02-04,0.0
2024-02-05,0.0
2024-02-06,0.0
2024-02-07,0.0
2024-02-08,0.0
2024-02-09,0.0
2024-02-10,0.0
2024-02-11,0.0
2024-02-12,0.0
2024-02-13,1.0
2024-02-14,0.0
2024-02-15,0.0
2024-02-16,0.0
2024-02-17,0.0
2024-02-18,0.0
2024-02-19,0.0
2024-02-20,3.0
2024-02-21,0.0
2024-02-22,0.0
2024-02-23,0.0
2024-02-24,0.0
2024-02-25,0.0
2024-02-26,0.0
2024-02-27,1.0
2024-02-28,2.0
2024-02-29,3.0
2024-03-01,0.0
2024-03-02,0.0
2024-03-03,0.0
2024-03-04,0.0
2024-03-05,0.0
2024-03-06,0.0
2024-03-07,0.0
2024-03-08,0.0
2024-03-09,1.0
2024-03-10,0.0
2024-03-11,1.0
2024-03-12,3.0
2024-03-13,0.0
2024-03-14,1.0
2024-03-15,2.0
2024-03-16,1.0
2024-03-17,0.0
2024-03-18,1.0
2024-03-19,0.0
2024-03-20,0.0
2024-03-21,2.0
2024-03-22,4.0
2024-03-23,0.0
2024-03-24,0.0
2024-03-25,2.0
2024-03-26,0.0
2024-03-27,0.0
2024-03-28,0.0
2024-03-29,0.0
2024-03-30,0.0
2024-03-31,0.0
2024-04-01,0.0
2024-04-02,0.0
2024-04-03,0.0
2024-04-04,0.0
2024-04-05,0.0
2024-04-06,0.0
2024-04-07,0.0
2024-04-08,0.0
2024-04-09,0.0
2024-04-10,0.0
2024-04-11,0.0
2024-04-12,1.0
2024-04-13,0.0
2024-04-14,0.0
2024-04-15,0.0
2024-04-16,1.0
2024-04-17,0.0
2024-04-18,0.0
2024-04-19,0.0
2024-04-20,0.0
2024-04-21,0.0
2024-04-22,2.0
2024-04-23,2.0
2024-04-24,0.0
2024-04-25,0.0
2024-04-26,0.0
2024-04-27,0.0
2024-04-28,1.0
2024-04-29,0.0
2024-04-30,0.0
2024-05-01,1.0
2024-05-02,0.0
2024-05-03,0.0
2024-05-04,1.0
2024-05-05,0.0
2024-05-06,0.0
2024-05-07,0.0
2024-05-08,0.0
2024-05-09,3.0
2024-05-10,1.0
2024-05-11,0.0
2024-05-12,0.0
2024-05-13,0.0
2024-05-14,1.0
2024-05-15,1.0
2024-05-16,0.0
2024-05-17,0.0
2024-05-18,0.0
2024-05-19,0.0
2024-05-20,1.0
2024-05-21,1.0
2024-05-22,4.0
2024-05-23,0.0
2024-05-24,2.0
2024-05-25,0.0
2024-05-26,0.0
2024-05-27,0.0
2024-05-28,1.0
2024-05-29,0.0
2024-05-30,0.0
2024-05-31,2.0
2024-06-01,0.0
2024-06-02,1.0
2024-06-03,2.0
2024-06-04,0.0
2024-06-05,3.0
2024-06-06,1.0
2024-06-07,0.0
2024-06-08,2.0
2024-06-09,0.0
2024-06-10,3.0
2024-06-11,3.0
2024-06-12,1.0
2024-06-13,0.0
2024-06-14,2.0
2024-06-15,0.0
2024-06-16,0.0
2024-06-17,0.0
2024-06-18,1.0
2024-06-19,2.0
2024-06-20,0.0
2024-06-21,1.0
2024-06-22,0.0
2024-06-23,0.0
2024-06-24,1.0
2024-06-25,1.0
2024-06-26,2.0
2024-06-27,6.0
2024-06-28,2.0
2024-06-29,0.0
2024-06-30,0.0
2024-07-01,1.0
2024-07-02,5.0
2024-07-03,3.0
2024-07-04,3.0
2024-07-05,4.0
2024-07-06,1.0
2024-07-07,0.0
2024-07-08,3.0
2024-07-09,9.0
2024-07-10,10.0
2024-07-11,6.0
2024-07-12,7.0
2024-07-13,4.0
2024-07-14,3.0
2024-07-15,5.0
2024-07-16,7.0
2024-07-17,6.0
2024-07-18,9.0
2024-07-19,8.0
2024-07-20,1.0
2024-07-21,0.0
2024-07-22,10.0
2024-07-23,7.0
2024-07-24,12.0
2024-07-25,8.0
2024-07-26,6.0
2024-07-27,0.0
2024-07-28,0.0
2024-07-29,6.0
2024-07-30,3.0
2024-07-31,2.0
2024-08-01,7.0
2024-08-02,11.0
2024-08-03,0.0
2024-08-04,1.0
2024-08-05,10.0
2024-08-06,6.0
2024-08-07,2.0
2024-08-08,17.0
2024-08-09,4.0
2024-08-10,0.0
2024-08-11,0.0
2024-08-12,0.0
2024-08-13,4.0
2024-08-14,4.0
2024-08-15,0.0
2024-08-16,3.0
2024-08-17,0.0
2024-08-18,0.0
2024-08-19,0.0
2024-08-20,3.0
2024-08-21,7.0
2024-08-22,2.0
2024-08-23,7.0
2024-08-24,2.0
2024-08-25,1.0
2024-08-26,1.0
2024-08-27,3.0
2024-08-28,2.0
2024-08-29,5.0
2024-08-30,9.0
2024-08-31,1.0
2024-09-01,1.0
2024-09-02,4.0
2024-09-03,5.0
2024-09-04,6.0
2024-09-05,9.0
2024-09-06,9.0
2024-09-07,1.0
2024-09-08,1.0
2024-09-09,4.0
2024-09-10,3.0
2024-09-11,6.0
2024-09-12,2.0
2024-09-13,1.0
2024-09-14,1.0
2024-09-15,0.0
2024-09-16,3.0
2024-09-17,3.0
2024-09-18,12.0
2024-09-19,2.0
2024-09-20,3.0
2024-09-21,3.0
2024-09-22,0.0
2024-09-23,9.0
2024-09-24,9.0
2024-09-25,5.0
2024-09-26,12.0
2024-09-27,9.0
2024-09-28,1.0
2024-09-29,1.0
2024-09-30,7.0
2024-10-01,4.0
2024-10-02,3.0
2024-10-03,5.0
2024-10-04,6.0
2024-10-05,0.0
2024-10-06,1.0
2024-10-07,6.0
2024-10-08,5.0
2024-10-09,4.0
2024-10-10,4.0
2024-10-11,2.0
2024-10-12,1.0
2024-10-13,0.0
2024-10-14,2.0
2024-10-15,4.0
2024-10-16,7.0
2024-10-17,6.0
2024-10-18,1.0
2024-10-19,1.0
2024-10-20,0.0
2024-10-21,4.0
2024-10-22,4.0
2024-10-23,12.0
2024-10-24,8.0
2024-10-25,0.0
