date,mergePR
2015-01-01,0.0
2015-01-02,0.0
2015-01-03,0.0
2015-01-04,0.0
2015-01-05,0.0
2015-01-06,0.0
2015-01-07,0.0
2015-01-08,0.0
2015-01-09,0.0
2015-01-10,0.0
2015-01-11,0.0
2015-01-12,0.0
2015-01-13,0.0
2015-01-14,0.0
2015-01-15,0.0
2015-01-16,0.0
2015-01-17,0.0
2015-01-18,0.0
2015-01-19,0.0
2015-01-20,0.0
2015-01-21,0.0
2015-01-22,0.0
2015-01-23,0.0
2015-01-24,0.0
2015-01-25,0.0
2015-01-26,0.0
2015-01-27,0.0
2015-01-28,0.0
2015-01-29,0.0
2015-01-30,0.0
2015-01-31,0.0
2015-02-01,0.0
2015-02-02,0.0
2015-02-03,0.0
2015-02-04,0.0
2015-02-05,0.0
2015-02-06,0.0
2015-02-07,0.0
2015-02-08,0.0
2015-02-09,0.0
2015-02-10,0.0
2015-02-11,0.0
2015-02-12,0.0
2015-02-13,0.0
2015-02-14,0.0
2015-02-15,0.0
2015-02-16,0.0
2015-02-17,0.0
2015-02-18,0.0
2015-02-19,0.0
2015-02-20,0.0
2015-02-21,0.0
2015-02-22,0.0
2015-02-23,0.0
2015-02-24,0.0
2015-02-25,0.0
2015-02-26,0.0
2015-02-27,0.0
2015-02-28,0.0
2015-03-01,0.0
2015-03-02,0.0
2015-03-03,0.0
2015-03-04,0.0
2015-03-05,0.0
2015-03-06,0.0
2015-03-07,0.0
2015-03-08,0.0
2015-03-09,0.0
2015-03-10,0.0
2015-03-11,0.0
2015-03-12,0.0
2015-03-13,0.0
2015-03-14,0.0
2015-03-15,0.0
2015-03-16,0.0
2015-03-17,0.0
2015-03-18,0.0
2015-03-19,0.0
2015-03-20,0.0
2015-03-21,0.0
2015-03-22,0.0
2015-03-23,0.0
2015-03-24,0.0
2015-03-25,0.0
2015-03-26,0.0
2015-03-27,0.0
2015-03-28,0.0
2015-03-29,0.0
2015-03-30,0.0
2015-03-31,0.0
2015-04-01,0.0
2015-04-02,0.0
2015-04-03,0.0
2015-04-04,0.0
2015-04-05,0.0
2015-04-06,0.0
2015-04-07,0.0
2015-04-08,0.0
2015-04-09,0.0
2015-04-10,0.0
2015-04-11,0.0
2015-04-12,0.0
2015-04-13,0.0
2015-04-14,0.0
2015-04-15,0.0
2015-04-16,0.0
2015-04-17,0.0
2015-04-18,0.0
2015-04-19,0.0
2015-04-20,0.0
2015-04-21,0.0
2015-04-22,0.0
2015-04-23,0.0
2015-04-24,0.0
2015-04-25,0.0
2015-04-26,0.0
2015-04-27,0.0
2015-04-28,0.0
2015-04-29,0.0
2015-04-30,0.0
2015-05-01,0.0
2015-05-02,0.0
2015-05-03,0.0
2015-05-04,0.0
2015-05-05,0.0
2015-05-06,0.0
2015-05-07,0.0
2015-05-08,0.0
2015-05-09,0.0
2015-05-10,0.0
2015-05-11,0.0
2015-05-12,0.0
2015-05-13,0.0
2015-05-14,0.0
2015-05-15,0.0
2015-05-16,0.0
2015-05-17,0.0
2015-05-18,0.0
2015-05-19,0.0
2015-05-20,0.0
2015-05-21,0.0
2015-05-22,0.0
2015-05-23,0.0
2015-05-24,0.0
2015-05-25,0.0
2015-05-26,0.0
2015-05-27,0.0
2015-05-28,0.0952380952380952
2015-05-29,0.1814058956916099
2015-05-30,0.1641291437209804
2015-05-31,0.1484977966999346
2015-06-01,0.134355149395179
2015-06-02,0.1215594208813524
2015-06-03,0.1099823331783664
2015-06-04,0.0995078252566173
2015-06-05,0.0900308895178918
2015-06-06,0.0814565190876164
2015-06-07,0.0736987553649863
2015-06-08,0.0666798262826066
2015-06-09,0.0603293666366441
2015-06-10,0.0545837126712494
2015-06-11,0.0493852638454161
2015-06-12,0.0446819053839479
2015-06-13,0.0404264858235719
2015-06-14,0.0365763443165651
2015-06-15,0.0330928829530827
2015-06-16,0.0299411798146938
2015-06-17,0.0270896388799611
2015-06-18,0.0245096732723457
2015-06-19,0.1174135139130747
2015-06-20,0.1062312744927819
2015-06-21,0.0961140102553741
2015-06-22,0.0869602949929575
2015-06-23,0.0786783621364853
2015-06-24,0.0711851847901534
2015-06-25,0.0644056433815674
2015-06-26,0.0582717725833228
2015-06-27,0.0527220799563397
2015-06-28,0.0477009294843073
2015-06-29,0.0431579838191352
2015-06-30,0.0390476996458842
2015-07-01,0.035328871108181
2015-07-02,0.0319642167169256
2015-07-03,0.028920005601028
2015-07-04,0.026165719353311
2015-07-05,0.0236737460815671
2015-07-06,0.0214191035976083
2015-07-07,0.0193791889692647
2015-07-08,0.0175335519245728
2015-07-09,0.0158636898365182
2015-07-10,0.0143528622330403
2015-07-11,0.0129859229727507
2015-07-12,0.0117491684039173
2015-07-13,0.0106301999844966
2015-07-14,0.0096177999859731
2015-07-15,0.0087018190349281
2015-07-16,0.0078730743649349
2015-07-17,0.0071232577587506
2015-07-18,0.0064448522579172
2015-07-19,0.1010691520428775
2015-07-20,0.0914435185149844
2015-07-21,0.0827346119897478
2015-07-22,0.0748551251335813
2015-07-23,0.0677260655970498
2015-07-24,0.0612759641116164
2015-07-25,0.0554401580057482
2015-07-26,0.0501601429575817
2015-07-27,0.0453829864854311
2015-07-28,0.0410607972963424
2015-07-29,0.0371502451728812
2015-07-30,0.0336121265849878
2015-07-31,0.0304109716721318
2015-08-01,0.0275146886557383
2015-08-02,0.0248942421170965
2015-08-03,0.0225233619154683
2015-08-04,0.0203782798282808
2015-08-05,0.0184374912732065
2015-08-06,0.0166815397233773
2015-08-07,0.0150928216544842
2015-08-08,0.0136554100683428
2015-08-09,0.0123548948237387
2015-08-10,0.0111782381738589
2015-08-11,0.0101136440620628
2015-08-12,0.0091504398656758
2015-08-13,0.0082789694022781
2015-08-14,0.0074904961258707
2015-08-15,0.0067771155424544
2015-08-16,0.0061316759669826
2015-08-17,0.0055477068272699
2015-08-18,0.0050193537961014
2015-08-19,0.0045413201012346
2015-08-20,0.0041088134249265
2015-08-21,0.0037174978606478
2015-08-22,0.003363450445348
2015-08-23,0.0030431218315053
2015-08-24,0.0027533007046953
2015-08-25,0.0024910815899624
2015-08-26,0.0022538357242517
2015-08-27,0.0020391847028944
2015-08-28,0.0018449766359521
2015-08-29,0.0016692645753852
2015-08-30,0.0015102869967771
2015-08-31,0.0013664501399412
2015-09-01,0.0012363120313753
2015-09-02,0.0011185680283872
2015-09-03,0.0010120377399694
2015-09-04,0.0009156531933056
2015-09-05,0.0008284481272765
2015-09-06,0.0007495483056311
2015-09-07,0.0006781627527139
2015-09-08,0.000613575823884
2015-09-09,0.0005551400311331
2015-09-10,0.0005022695519776
2015-09-11,0.0004544343565511
2015-09-12,0.0004111548940224
2015-09-13,0.0003719972850679
2015-09-14,0.0003365689722043
2015-09-15,0.0003045147843753
2015-09-16,0.0002755133763396
2015-09-17,0.0002492740071644
2015-09-18,0.0002255336255297
