date,openPR
2015-01-01,27.0
2015-01-02,28.047619047619044
2015-01-03,29.185941043083897
2015-01-04,28.59680380088543
2015-01-05,28.159012962705862
2015-01-06,27.9533926805434
2015-01-07,27.100688615729744
2015-01-08,27.18633731899358
2015-01-09,26.78763852670848
2015-01-10,25.665006286069573
2015-01-11,24.839767592158186
2015-01-12,25.426456392905024
2015-01-13,26.71917483167597
2015-01-14,27.412586752468737
2015-01-15,27.563768966519334
2015-01-16,28.271981445898444
2015-01-17,26.91274511771764
2015-01-18,26.44486463031596
2015-01-19,26.30725847504777
2015-01-20,27.23037671551941
2015-01-21,26.44653131404137
2015-01-22,25.73733785556124
2015-01-23,25.476639012174456
2015-01-24,24.383625772919743
2015-01-25,23.58518522311787
2015-01-26,23.624691392344737
2015-01-27,24.61281602164524
2015-01-28,25.602071638631404
2015-01-29,25.639969577809367
2015-01-30,25.388543903732284
2015-01-31,24.970587341472065
2015-02-01,23.925769499427105
2015-02-02,24.12331526138643
2015-02-03,24.49252333173058
2015-02-04,24.06466396680386
2015-02-05,24.915648350917778
2015-02-06,24.63796755559228
2015-02-07,24.57720874077396
2015-02-08,24.236522194033583
2015-02-09,24.1187581755542
2015-02-10,23.53601930169189
2015-02-11,23.19925555867362
2015-02-12,22.41837407689518
2015-02-13,22.85471940290516
2015-02-14,21.82093660262848
2015-02-15,20.88560930714005
2015-02-16,21.27745603979338
2015-02-17,21.82246022647972
2015-02-18,22.12508306205308
2015-02-19,22.20840848471469
2015-02-20,22.379036248075195
2015-02-21,22.819128033972795
2015-02-22,24.836353935499197
2015-02-23,25.423367846404037
2015-02-24,25.38304709912746
2015-02-25,25.91799499444865
2015-02-26,25.640090709263067
2015-02-27,25.38865349885706
2015-02-28,24.97068649896591
2015-03-01,24.2115734990644
2015-03-02,24.09618554677255
2015-03-03,25.32512025660373
2015-03-04,24.722727851212905
2015-03-05,24.93961091300215
2015-03-06,23.99298130224004
2015-03-07,25.13650689250289
2015-03-08,24.45683956940738
2015-03-09,24.889521515178107
2015-03-10,25.661948037542096
2015-03-11,24.932238700633327
2015-03-12,26.652977872001586
2015-03-13,26.87650378895381
2015-03-14,26.79302723762488
2015-03-15,26.05083416737489
2015-03-16,25.950754722863
2015-03-17,26.526873320685567
2015-03-18,26.286218718715517
2015-03-19,28.163721697885464
2015-03-20,27.67193867903923
2015-03-21,26.84603975722597
2015-03-22,26.38451216129969
2015-03-23,26.252653860223525
2015-03-24,26.419067778297475
2015-03-25,26.474394656554857
2015-03-26,26.524452308311535
2015-03-27,25.712599707519963
2015-03-28,25.073304497279967
2015-03-29,24.11394216420568
2015-03-30,24.674519100948
2015-03-31,25.276945853238665
2015-04-01,25.91723672435879
2015-04-02,25.63940465537224
2015-04-03,25.388032783432024
2015-04-04,24.493934423105166
2015-04-05,24.732607335190387
2015-04-06,23.99616854136273
2015-04-07,24.282247727899616
2015-04-08,23.683938420480604
2015-04-09,23.61880142805388
2015-04-10,23.55986795871541
2015-04-11,23.60178529598061
2015-04-12,24.496853363030077
2015-04-13,24.544772090360546
2015-04-14,24.30241284365954
2015-04-15,24.84504019188244
2015-04-16,24.95503636408412
2015-04-17,26.29265194845706
2015-04-18,26.1695422390802
2015-04-19,26.72482393059637
2015-04-20,26.84626927053957
2015-04-21,27.43233886382152
2015-04-22,28.24830659107661
2015-04-23,28.700848820497885
2015-04-24,27.96743464711713
2015-04-25,29.49434563310598
2015-04-26,28.780598429953027
2015-04-27,28.515779531862265
2015-04-28,28.37141957644681
2015-04-29,28.907474854880448
2015-04-30,28.916286773463263
2015-05-01,28.82902136646676
2015-05-02,28.65482885537469
2015-05-03,28.68770229771996
2015-05-04,28.62220684079425
2015-05-05,30.277234760718606
2015-05-06,30.44130764065017
2015-05-07,31.256421198683483
2015-05-08,31.708190608332675
2015-05-09,30.593124836110515
2015-05-10,31.3937796136238
2015-05-11,32.30865774565962
2015-05-12,32.27926176988252
2015-05-13,32.44314160132228
2015-05-14,31.82950906786301
2015-05-15,31.560032013780823
2015-05-16,30.554314679135032
2015-05-17,29.834856138265028
2015-05-18,29.27915555366836
2015-05-19,28.39542645331899
2015-05-20,27.976814410145757
2015-05-21,27.502832085369967
2015-05-22,26.88351474390616
2015-05-23,26.799370482581764
2015-05-24,26.15181138900255
2015-05-25,25.661162685288023
2015-05-26,26.455337667641544
2015-05-27,25.93578169929473
2015-05-28,24.89427868031428
2015-05-29,24.99958547266529
2015-05-30,24.5234344752686
2015-05-31,24.85453595381445
2015-06-01,24.963627767736888
2015-06-02,26.20518702795242
2015-06-03,25.138026358623616
2015-06-04,25.12488099113565
2015-06-05,26.922511372932256
2015-06-06,25.88227219455776
2015-06-07,24.75062722364749
2015-06-08,24.29818653568107
2015-06-09,24.07931162752097
2015-06-10,23.97652004394754
2015-06-11,24.359708611190637
2015-06-12,24.515926838696288
2015-06-13,24.657267139772834
2015-06-14,26.59467026931828
2015-06-15,26.918987386526062
2015-06-16,27.30765525447596
2015-06-17,27.37359284928777
2015-06-18,27.81420305411751
2015-06-19,27.06999323943965
2015-06-20,26.491898645207304
2015-06-21,25.397432107568516
2015-06-22,25.26434333541913
2015-06-23,25.62012016061731
2015-06-24,25.561061097701376
2015-06-25,25.412388612206005
2015-06-26,24.70644683961496
2015-06-27,24.25821380727068
2015-06-28,23.75743153991157
2015-06-29,24.16148567896761
2015-06-30,24.336582280970696
2015-07-01,24.495003016116343
2015-07-02,24.7335741574386
2015-07-03,24.66370995196825
2015-07-04,24.314785194637945
2015-07-05,24.38004374752957
2015-07-06,25.581944343002945
2015-07-07,26.47890202462171
2015-07-08,25.48091135561012
2015-07-09,28.101776940790103
2015-07-10,27.330179136905336
2015-07-11,26.536828742914352
2015-07-12,26.19998791025584
2015-07-13,25.99046525213624
2015-07-14,26.562801894789928
2015-07-15,26.69967790480993
2015-07-16,26.728280009113757
2015-07-17,26.84939619872197
2015-07-18,26.673263227415116
2015-07-19,27.18057149147081
2015-07-20,26.877659920854544
2015-07-21,27.93693040458268
2015-07-22,28.990556080336717
2015-07-23,28.705741215542737
2015-07-24,28.63852776644343
2015-07-25,27.149144169639293
2015-07-26,26.849225677292694
2015-07-27,27.14929942231244
2015-07-28,27.89698519161601
2015-07-29,27.24012945908116
2015-07-30,26.26487903440676
2015-07-31,26.811081031129927
2015-08-01,26.82907331387945
2015-08-02,26.08344728398617
2015-08-03,27.313595161701777
2015-08-04,27.378967051063512
2015-08-05,26.67620828429556
2015-08-06,28.326093209600742
2015-08-07,28.771227189638765
2015-08-08,28.03111031443507
2015-08-09,28.69481409401268
2015-08-10,31.009593704106717
2015-08-11,32.24677525609655
2015-08-12,31.937558565039733
2015-08-13,32.51493393979786
2015-08-14,32.27541642172187
2015-08-15,30.725376762510265
2015-08-16,29.41819802322357
2015-08-17,29.187893449583235
2015-08-18,28.31285597819436
2015-08-19,26.94972683741394
2015-08-20,27.33546713861261
2015-08-21,26.16066074445903
2015-08-22,25.573931149748645
2015-08-23,25.0430805640583
2015-08-24,24.94373955795751
2015-08-25,25.71100245719965
2015-08-26,24.976621270799686
2015-08-27,24.883609721199715
2015-08-28,24.98993260489498
2015-08-29,23.562319975857363
2015-08-30,24.46114664482333
2015-08-31,24.51246601198301
2015-09-01,25.130326391794156
2015-09-02,24.832200068766134
2015-09-03,25.32437149078841
2015-09-04,25.57919325357047
2015-09-05,24.571651038944708
2015-09-06,24.89816046380712
2015-09-07,24.62214518153977
2015-09-08,24.75336944996456
2015-09-09,25.34828664520603
2015-09-10,26.74368791709117
2015-09-11,25.720479544034877
2015-09-12,24.88995768269822
2015-09-13,24.70996171291744
2015-09-14,26.16615583549673
2015-09-15,25.674140994020853
2015-09-16,27.4194608993522
2015-09-17,26.90332176608056
