date,mergePR
2015-11-18,4.73
2015-11-19,4.4
2015-11-20,4.07
2015-11-21,3.76
2015-11-22,3.45
2015-11-23,3.15
2015-11-24,2.85
2015-11-25,2.54
2015-11-26,2.24
2015-11-27,1.92
2015-11-28,1.75
2015-11-29,1.63
2015-11-30,1.55
2015-12-01,1.5
2015-12-02,1.47
2015-12-03,1.49
2015-12-04,1.53
2015-12-05,1.56
2015-12-06,1.57
2015-12-07,1.54
2015-12-08,1.47
2015-12-09,1.38
2015-12-10,1.31
2015-12-11,1.27
2015-12-12,1.25
2015-12-13,1.21
2015-12-14,1.14
2015-12-15,1.03
2015-12-16,0.91
2015-12-17,0.79
2015-12-18,0.71
2015-12-19,0.66
2015-12-20,0.64
2015-12-21,0.62
2015-12-22,0.57
2015-12-23,0.5
2015-12-24,0.42
2015-12-25,0.35
2015-12-26,0.28
2015-12-27,0.24
2015-12-28,0.22
2015-12-29,0.22
2015-12-30,0.23
2015-12-31,0.25
2016-01-01,0.28
2016-01-02,0.32
2016-01-03,0.36
2016-01-04,0.43
2016-01-05,0.51
2016-01-06,0.62
2016-01-07,0.74
2016-01-08,0.85
2016-01-09,0.94
2016-01-10,1.0
2016-01-11,1.07
2016-01-12,1.16
2016-01-13,1.26
2016-01-14,1.37
2016-01-15,1.46
2016-01-16,1.52
2016-01-17,1.53
2016-01-18,1.51
2016-01-19,1.44
2016-01-20,1.36
2016-01-21,1.31
2016-01-22,1.26
2016-01-23,1.21
2016-01-24,1.14
2016-01-25,1.06
2016-01-26,0.97
2016-01-27,0.88
2016-01-28,0.83
2016-01-29,0.81
2016-01-30,0.81
2016-01-31,0.84
2016-02-01,0.87
2016-02-02,0.88
2016-02-03,0.89
2016-02-04,0.89
2016-02-05,0.89
2016-02-06,0.89
2016-02-07,0.88
2016-02-08,0.86
2016-02-09,0.84
2016-02-10,0.84
2016-02-11,0.87
2016-02-12,0.93
2016-02-13,0.99
2016-02-14,1.04
2016-02-15,1.09
2016-02-16,1.11
2016-02-17,1.11
2016-02-18,1.08
2016-02-19,1.03
2016-02-20,0.98
2016-02-21,0.92
2016-02-22,0.87
2016-02-23,0.82
2016-02-24,0.76
2016-02-25,0.7
2016-02-26,0.67
2016-02-27,0.65
2016-02-28,0.67
