date,openPR
2016-07-09,2.71
2016-07-10,2.78
2016-07-11,2.8
2016-07-12,2.8
2016-07-13,2.77
2016-07-14,2.74
2016-07-15,2.74
2016-07-16,2.74
2016-07-17,2.75
2016-07-18,2.73
2016-07-19,2.66
2016-07-20,2.54
2016-07-21,2.4
2016-07-22,2.25
2016-07-23,2.12
2016-07-24,1.99
2016-07-25,1.84
2016-07-26,1.69
2016-07-27,1.56
2016-07-28,1.46
2016-07-29,1.43
2016-07-30,1.45
2016-07-31,1.5
2016-08-01,1.58
2016-08-02,1.67
2016-08-03,1.78
2016-08-04,1.88
2016-08-05,1.98
2016-08-06,2.06
2016-08-07,2.13
2016-08-08,2.18
2016-08-09,2.21
2016-08-10,2.23
2016-08-11,2.24
2016-08-12,2.23
2016-08-13,2.2
2016-08-14,2.15
2016-08-15,2.11
2016-08-16,2.09
2016-08-17,2.09
2016-08-18,2.14
2016-08-19,2.23
2016-08-20,2.33
2016-08-21,2.41
2016-08-22,2.49
2016-08-23,2.57
2016-08-24,2.67
2016-08-25,2.8
2016-08-26,2.93
2016-08-27,3.04
2016-08-28,3.1
2016-08-29,3.12
2016-08-30,3.11
2016-08-31,3.09
2016-09-01,3.09
2016-09-02,3.09
2016-09-03,3.06
2016-09-04,3.0
2016-09-05,2.89
2016-09-06,2.77
2016-09-07,2.66
2016-09-08,2.59
2016-09-09,2.56
2016-09-10,2.56
2016-09-11,2.58
2016-09-12,2.63
2016-09-13,2.7
2016-09-14,2.81
2016-09-15,2.96
2016-09-16,3.12
2016-09-17,3.23
2016-09-18,3.29
2016-09-19,3.31
2016-09-20,3.3
2016-09-21,3.3
2016-09-22,3.3
2016-09-23,3.3
2016-09-24,3.28
2016-09-25,3.2
2016-09-26,3.05
2016-09-27,2.87
2016-09-28,2.71
2016-09-29,2.63
2016-09-30,2.62
2016-10-01,2.66
2016-10-02,2.7
2016-10-03,2.73
2016-10-04,2.74
2016-10-05,2.73
2016-10-06,2.73
2016-10-07,2.76
2016-10-08,2.77
2016-10-09,2.8
2016-10-10,2.83
2016-10-11,2.87
2016-10-12,2.92
2016-10-13,2.98
2016-10-14,3.0
2016-10-15,2.98
2016-10-16,2.92
2016-10-17,2.83
2016-10-18,2.73
2016-10-19,2.64
2016-10-20,2.56
2016-10-21,2.46
2016-10-22,2.33
2016-10-23,2.21
2016-10-24,2.11
2016-10-25,2.04
2016-10-26,2.03
2016-10-27,2.08
2016-10-28,2.15
2016-10-29,2.22
2016-10-30,2.26
2016-10-31,2.31
2016-11-01,2.37
2016-11-02,2.43
2016-11-03,2.5
2016-11-04,2.55
2016-11-05,2.56
2016-11-06,2.53
2016-11-07,2.48
2016-11-08,2.45
2016-11-09,2.51
2016-11-10,2.66
2016-11-11,2.88
2016-11-12,3.13
2016-11-13,3.38
2016-11-14,3.65
2016-11-15,3.93
2016-11-16,4.2
2016-11-17,4.45
2016-11-18,4.67
2016-11-19,4.85
2016-11-20,4.99
2016-11-21,5.11
2016-11-22,5.22
2016-11-23,5.33
2016-11-24,5.42
2016-11-25,5.52
2016-11-26,5.6
2016-11-27,5.64
2016-11-28,5.64
2016-11-29,5.62
2016-11-30,5.62
2016-12-01,5.67
2016-12-02,5.73
2016-12-03,5.73
2016-12-04,5.61
2016-12-05,5.39
2016-12-06,5.14
2016-12-07,4.87
2016-12-08,4.62
2016-12-09,4.39
2016-12-10,4.18
2016-12-11,4.01
2016-12-12,3.88
2016-12-13,3.79
2016-12-14,3.74
2016-12-15,3.72
2016-12-16,3.69
2016-12-17,3.64
2016-12-18,3.56
2016-12-19,3.47
2016-12-20,3.36
2016-12-21,3.25
2016-12-22,3.15
2016-12-23,2.95
2016-12-24,2.74
2016-12-25,2.51
2016-12-26,2.27
2016-12-27,2.02
2016-12-28,1.78
2016-12-29,1.53
2016-12-30,1.29
2016-12-31,1.04
