date,openPR
2015-11-18,10.14
2015-11-19,9.56
2015-11-20,8.99
2015-11-21,8.42
2015-11-22,7.86
2015-11-23,7.3
2015-11-24,6.75
2015-11-25,6.22
2015-11-26,5.68
2015-11-27,5.13
2015-11-28,4.66
2015-11-29,4.21
2015-11-30,3.83
2015-12-01,3.5
2015-12-02,3.25
2015-12-03,3.09
2015-12-04,3.0
2015-12-05,2.9
2015-12-06,2.77
2015-12-07,2.61
2015-12-08,2.42
2015-12-09,2.23
2015-12-10,2.09
2015-12-11,1.99
2015-12-12,1.91
2015-12-13,1.83
2015-12-14,1.74
2015-12-15,1.65
2015-12-16,1.58
2015-12-17,1.54
2015-12-18,1.53
2015-12-19,1.53
2015-12-20,1.56
2015-12-21,1.57
2015-12-22,1.56
2015-12-23,1.51
2015-12-24,1.43
2015-12-25,1.34
2015-12-26,1.25
2015-12-27,1.15
2015-12-28,1.06
2015-12-29,0.97
2015-12-30,0.87
2015-12-31,0.79
2016-01-01,0.73
2016-01-02,0.69
2016-01-03,0.66
2016-01-04,0.63
2016-01-05,0.62
2016-01-06,0.64
2016-01-07,0.69
2016-01-08,0.76
2016-01-09,0.84
2016-01-10,0.95
2016-01-11,1.07
2016-01-12,1.18
2016-01-13,1.31
2016-01-14,1.45
2016-01-15,1.59
2016-01-16,1.7
2016-01-17,1.77
2016-01-18,1.8
2016-01-19,1.79
2016-01-20,1.75
2016-01-21,1.7
2016-01-22,1.66
2016-01-23,1.65
2016-01-24,1.66
2016-01-25,1.65
2016-01-26,1.64
2016-01-27,1.63
2016-01-28,1.65
2016-01-29,1.68
2016-01-30,1.73
2016-01-31,1.8
2016-02-01,1.85
2016-02-02,1.89
2016-02-03,1.91
2016-02-04,1.93
2016-02-05,1.94
2016-02-06,1.92
2016-02-07,1.91
2016-02-08,1.89
2016-02-09,1.88
2016-02-10,1.89
2016-02-11,1.93
2016-02-12,2.02
2016-02-13,2.11
2016-02-14,2.18
2016-02-15,2.23
2016-02-16,2.23
2016-02-17,2.18
2016-02-18,2.1
2016-02-19,2.03
2016-02-20,1.96
2016-02-21,1.89
2016-02-22,1.8
2016-02-23,1.68
2016-02-24,1.55
2016-02-25,1.45
2016-02-26,1.38
2016-02-27,1.34
2016-02-28,1.33
2016-02-29,1.35
2016-03-01,1.37
2016-03-02,1.4
2016-03-03,1.44
2016-03-04,1.48
2016-03-05,1.51
2016-03-06,1.51
2016-03-07,1.49
2016-03-08,1.46
2016-03-09,1.43
2016-03-10,1.4
2016-03-11,1.38
2016-03-12,1.4
2016-03-13,1.45
2016-03-14,1.53
2016-03-15,1.64
2016-03-16,1.77
2016-03-17,1.89
2016-03-18,1.98
2016-03-19,2.01
2016-03-20,2.0
2016-03-21,1.98
2016-03-22,1.96
2016-03-23,1.94
2016-03-24,1.92
2016-03-25,1.91
2016-03-26,1.87
2016-03-27,1.79
2016-03-28,1.68
2016-03-29,1.58
2016-03-30,1.53
2016-03-31,1.54
2016-04-01,1.62
2016-04-02,1.74
2016-04-03,1.84
2016-04-04,1.91
2016-04-05,1.94
2016-04-06,1.97
2016-04-07,2.02
2016-04-08,2.11
2016-04-09,2.23
2016-04-10,2.37
2016-04-11,2.5
2016-04-12,2.62
2016-04-13,2.72
2016-04-14,2.8
2016-04-15,2.86
2016-04-16,2.89
2016-04-17,2.91
2016-04-18,2.91
2016-04-19,2.88
2016-04-20,2.8
2016-04-21,2.7
2016-04-22,2.56
2016-04-23,2.41
2016-04-24,2.27
2016-04-25,2.16
2016-04-26,2.04
2016-04-27,1.93
2016-04-28,1.83
2016-04-29,1.74
2016-04-30,1.66
2016-05-01,1.57
2016-05-02,1.47
2016-05-03,1.36
2016-05-04,1.25
2016-05-05,1.16
2016-05-06,1.07
2016-05-07,1.01
2016-05-08,0.96
2016-05-09,0.94
2016-05-10,0.94
2016-05-11,0.97
2016-05-12,1.04
2016-05-13,1.14
2016-05-14,1.23
2016-05-15,1.31
2016-05-16,1.37
2016-05-17,1.41
2016-05-18,1.44
2016-05-19,1.47
2016-05-20,1.51
2016-05-21,1.57
2016-05-22,1.62
2016-05-23,1.65
2016-05-24,1.65
2016-05-25,1.62
2016-05-26,1.6
2016-05-27,1.58
2016-05-28,1.59
2016-05-29,1.62
2016-05-30,1.67
2016-05-31,1.69
2016-06-01,1.71
2016-06-02,1.74
2016-06-03,1.78
2016-06-04,1.85
2016-06-05,1.95
2016-06-06,2.06
2016-06-07,2.18
2016-06-08,2.3
2016-06-09,2.39
2016-06-10,2.44
2016-06-11,2.47
2016-06-12,2.48
2016-06-13,2.5
2016-06-14,2.5
2016-06-15,2.5
2016-06-16,2.51
2016-06-17,2.51
2016-06-18,2.47
2016-06-19,2.42
2016-06-20,2.38
2016-06-21,2.38
2016-06-22,2.42
2016-06-23,2.49
2016-06-24,2.55
2016-06-25,2.56
2016-06-26,2.52
2016-06-27,2.45
2016-06-28,2.38
2016-06-29,2.36
2016-06-30,2.39
2016-07-01,2.47
2016-07-02,2.55
2016-07-03,2.58
2016-07-04,2.55
2016-07-05,2.5
2016-07-06,2.48
2016-07-07,2.53
2016-07-08,2.62
