date,ReviewComment
2015-11-18,4.6
2015-11-19,4.2
2015-11-20,3.82
2015-11-21,3.44
2015-11-22,3.06
2015-11-23,2.69
2015-11-24,2.32
2015-11-25,1.94
2015-11-26,1.55
2015-11-27,1.08
2015-11-28,0.72
2015-11-29,0.46
2015-11-30,0.34
2015-12-01,0.28
2015-12-02,0.26
2015-12-03,0.25
2015-12-04,0.26
2015-12-05,0.26
2015-12-06,0.24
2015-12-07,0.23
2015-12-08,0.22
2015-12-09,0.21
2015-12-10,0.21
2015-12-11,0.21
2015-12-12,0.2
2015-12-13,0.19
2015-12-14,0.18
2015-12-15,0.15
2015-12-16,0.12
2015-12-17,0.1
2015-12-18,0.09
2015-12-19,0.08
2015-12-20,0.07
2015-12-21,0.06
2015-12-22,0.04
2015-12-23,0.03
2015-12-24,0.01
2015-12-25,0.0
2015-12-26,0.0
2015-12-27,0.0
2015-12-28,0.0
2015-12-29,0.0
2015-12-30,0.0
2015-12-31,0.0
2016-01-01,0.0
2016-01-02,0.0
2016-01-03,0.0
2016-01-04,0.0
2016-01-05,0.0
2016-01-06,0.0
2016-01-07,0.0
2016-01-08,0.01
2016-01-09,0.03
2016-01-10,0.05
2016-01-11,0.08
2016-01-12,0.1
2016-01-13,0.13
2016-01-14,0.16
2016-01-15,0.19
2016-01-16,0.21
2016-01-17,0.24
2016-01-18,0.26
2016-01-19,0.28
2016-01-20,0.3
2016-01-21,0.3
2016-01-22,0.29
2016-01-23,0.27
2016-01-24,0.24
2016-01-25,0.22
2016-01-26,0.19
2016-01-27,0.16
2016-01-28,0.13
2016-01-29,0.1
2016-01-30,0.07
2016-01-31,0.05
2016-02-01,0.03
2016-02-02,0.01
2016-02-03,0.0
2016-02-04,0.0
2016-02-05,0.0
2016-02-06,0.0
2016-02-07,0.0
2016-02-08,0.01
2016-02-09,0.02
2016-02-10,0.03
2016-02-11,0.05
2016-02-12,0.06
2016-02-13,0.06
2016-02-14,0.06
2016-02-15,0.07
2016-02-16,0.06
2016-02-17,0.07
2016-02-18,0.06
2016-02-19,0.06
2016-02-20,0.06
2016-02-21,0.05
2016-02-22,0.03
2016-02-23,0.02
2016-02-24,0.01
2016-02-25,0.02
2016-02-26,0.03
2016-02-27,0.05
2016-02-28,0.07
2016-02-29,0.1
2016-03-01,0.12
2016-03-02,0.14
2016-03-03,0.15
2016-03-04,0.16
2016-03-05,0.16
2016-03-06,0.16
2016-03-07,0.16
2016-03-08,0.15
2016-03-09,0.14
2016-03-10,0.13
