date,openIssue
2016-04-23,41.62
2016-04-24,40.68
2016-04-25,39.26
2016-04-26,37.55
2016-04-27,35.82
2016-04-28,34.34
2016-04-29,33.09
2016-04-30,31.86
2016-05-01,30.39
2016-05-02,28.67
2016-05-03,26.97
2016-05-04,25.72
2016-05-05,25.14
2016-05-06,25.05
2016-05-07,25.15
2016-05-08,25.2
2016-05-09,25.16
2016-05-10,25.22
2016-05-11,25.65
2016-05-12,26.51
2016-05-13,27.63
2016-05-14,28.75
2016-05-15,29.77
2016-05-16,30.63
2016-05-17,31.45
2016-05-18,32.45
2016-05-19,33.66
2016-05-20,34.79
2016-05-21,35.48
2016-05-22,35.57
2016-05-23,35.16
2016-05-24,34.4
2016-05-25,33.59
2016-05-26,33.0
2016-05-27,32.68
2016-05-28,32.49
2016-05-29,32.22
2016-05-30,31.83
2016-05-31,31.72
2016-06-01,32.44
2016-06-02,33.95
2016-06-03,35.64
2016-06-04,37.08
2016-06-05,38.08
2016-06-06,38.71
2016-06-07,39.22
2016-06-08,39.83
2016-06-09,40.58
2016-06-10,41.35
2016-06-11,41.76
2016-06-12,41.54
2016-06-13,40.52
2016-06-14,38.95
2016-06-15,37.53
2016-06-16,36.85
2016-06-17,36.81
2016-06-18,37.0
2016-06-19,37.16
2016-06-20,37.12
2016-06-21,37.11
2016-06-22,37.49
2016-06-23,38.46
2016-06-24,39.65
2016-06-25,40.63
2016-06-26,41.26
2016-06-27,41.47
2016-06-28,41.31
2016-06-29,40.87
2016-06-30,40.35
2016-07-01,39.89
2016-07-02,39.53
2016-07-03,39.13
2016-07-04,38.66
2016-07-05,38.4
2016-07-06,38.78
2016-07-07,39.88
2016-07-08,41.17
2016-07-09,42.3
2016-07-10,43.1
2016-07-11,43.6
2016-07-12,43.89
2016-07-13,44.12
2016-07-14,44.35
2016-07-15,44.31
2016-07-16,43.72
2016-07-17,42.58
2016-07-18,41.07
2016-07-19,39.48
2016-07-20,38.34
2016-07-21,37.87
2016-07-22,37.72
2016-07-23,37.51
2016-07-24,37.04
2016-07-25,36.3
2016-07-26,35.48
2016-07-27,34.92
2016-07-28,34.88
2016-07-29,35.22
2016-07-30,35.68
2016-07-31,35.96
2016-08-01,35.87
2016-08-02,35.52
2016-08-03,35.26
2016-08-04,35.33
2016-08-05,35.63
2016-08-06,35.97
2016-08-07,36.18
2016-08-08,36.03
2016-08-09,35.56
2016-08-10,34.92
2016-08-11,34.32
2016-08-12,33.83
2016-08-13,33.45
2016-08-14,33.16
2016-08-15,33.01
2016-08-16,33.14
2016-08-17,33.72
2016-08-18,34.85
2016-08-19,36.3
2016-08-20,37.76
2016-08-21,39.1
2016-08-22,40.32
2016-08-23,41.62
2016-08-24,43.29
2016-08-25,45.26
2016-08-26,46.97
2016-08-27,47.93
2016-08-28,48.04
2016-08-29,47.55
2016-08-30,46.8
2016-08-31,46.23
2016-09-01,46.13
2016-09-02,46.41
2016-09-03,46.8
2016-09-04,46.97
2016-09-05,46.73
2016-09-06,46.31
2016-09-07,46.22
2016-09-08,46.72
2016-09-09,47.57
2016-09-10,48.56
2016-09-11,49.42
2016-09-12,49.94
2016-09-13,50.13
2016-09-14,50.23
2016-09-15,50.38
2016-09-16,50.55
2016-09-17,50.6
2016-09-18,50.43
2016-09-19,49.88
2016-09-20,49.1
2016-09-21,48.79
2016-09-22,49.26
2016-09-23,49.52
2016-09-24,48.85
2016-09-25,47.59
2016-09-26,46.25
2016-09-27,44.92
2016-09-28,43.58
2016-09-29,42.29
2016-09-30,41.18
2016-10-01,40.63
2016-10-02,40.43
2016-10-03,39.81
2016-10-04,39.12
2016-10-05,39.52
2016-10-06,41.25
2016-10-07,43.54
2016-10-08,45.76
2016-10-09,47.7
2016-10-10,49.25
2016-10-11,50.53
2016-10-12,51.94
2016-10-13,53.62
2016-10-14,55.37
2016-10-15,56.81
2016-10-16,57.65
2016-10-17,57.63
2016-10-18,57.02
2016-10-19,56.49
2016-10-20,56.25
2016-10-21,56.0
2016-10-22,55.47
2016-10-23,54.59
2016-10-24,53.43
2016-10-25,52.15
2016-10-26,51.0
2016-10-27,50.22
2016-10-28,49.71
2016-10-29,49.36
2016-10-30,49.05
2016-10-31,48.57
2016-11-01,48.05
2016-11-02,47.83
2016-11-03,48.09
2016-11-04,48.58
2016-11-05,49.05
2016-11-06,49.23
2016-11-07,49.03
2016-11-08,48.6
2016-11-09,48.26
2016-11-10,48.15
2016-11-11,48.09
2016-11-12,47.88
2016-11-13,47.44
2016-11-14,46.9
2016-11-15,46.41
2016-11-16,46.19
2016-11-17,46.25
2016-11-18,46.36
2016-11-19,46.22
2016-11-20,45.81
2016-11-21,45.22
2016-11-22,44.51
2016-11-23,43.9
2016-11-24,43.58
2016-11-25,43.48
2016-11-26,43.44
2016-11-27,43.42
2016-11-28,43.36
2016-11-29,43.57
2016-11-30,44.61
2016-12-01,46.41
2016-12-02,48.2
2016-12-03,49.3
2016-12-04,49.52
2016-12-05,49.12
2016-12-06,48.63
2016-12-07,48.38
2016-12-08,48.6
2016-12-09,49.03
2016-12-10,49.25
2016-12-11,49.02
2016-12-12,48.34
2016-12-13,47.44
2016-12-14,46.76
2016-12-15,46.43
2016-12-16,46.14
2016-12-17,45.79
2016-12-18,45.14
2016-12-19,43.87
2016-12-20,41.95
2016-12-21,39.58
2016-12-22,37.05
2016-12-23,34.87
2016-12-24,32.78
2016-12-25,30.63
2016-12-26,28.42
2016-12-27,26.2
2016-12-28,23.99
2016-12-29,21.84
2016-12-30,19.78
2016-12-31,17.81
