date,openIssue
2015-11-18,50.97674811929286
2015-11-19,54.049247649254895
2015-11-20,56.49184017416417
2015-11-21,58.13262736679174
2015-11-22,58.84929777079032
2015-11-23,58.57714977276382
2015-11-24,57.31342898841346
2015-11-25,55.11762884433939
2015-11-26,52.1076740853858
2015-11-27,48.45219022354542
2015-11-28,44.359337469085126
2015-11-29,40.06293531028878
2015-11-30,35.806804970529335
2015-12-01,31.82839572825932
2015-12-02,28.342825990761355
2015-12-03,25.52845470802772
2015-12-04,23.51500265371764
2015-12-05,22.37507175046838
2015-12-06,22.11967519233944
2015-12-07,22.698107875177
2015-12-08,24.002175769242022
2015-12-09,25.87448701852899
2015-12-10,28.12021019146757
2015-12-11,30.521448726845005
2015-12-12,32.85318498714236
2015-12-13,34.89962792936966
2015-12-14,36.469765148884704
2015-12-15,37.41097643407908
2015-12-16,37.61970866772518
2015-12-17,37.04843093352074
2015-12-18,35.70836804022825
2015-12-19,33.66782951270899
2015-12-20,31.04628526675128
2015-12-21,28.004663062851108
2015-12-22,24.732631318168643
2015-12-23,21.43386133052736
2015-12-24,18.310417116834056
2015-12-25,15.547486368925448
2015-12-26,13.299636815230402
2015-12-27,11.679660264382427
2015-12-28,10.750860850462448
2015-12-29,10.523370254045
2015-12-30,10.954752218327192
2015-12-31,11.954816685499823
2016-01-01,13.394227439605892
2016-01-02,15.11618313203265
2016-01-03,16.95020448361614
2016-01-04,18.726890438924315
2016-01-05,20.29242720503471
2016-01-06,21.5216533310619
2016-01-07,22.328600322392735
2016-01-08,22.673632936872448
2016-01-09,22.56659027133874
2016-01-10,22.065656024668318
2016-01-11,21.272037667332977
2016-01-12,20.32088123582216
2016-01-13,19.369162797281053
2016-01-14,18.581553406193624
2016-01-15,18.11543025671136
2016-01-16,18.106287701894576
2016-01-17,18.65478045254075
2016-01-18,19.81650845348688
2016-01-19,21.595437822479653
2016-01-20,23.94156160158307
2016-01-21,26.75306100750848
2016-01-22,29.88285995927832
2016-01-23,33.149102771192325
2016-01-24,36.34875674665626
2016-01-25,39.27327514312003
2016-01-26,41.72507393604965
2016-01-27,43.53349364533347
2016-01-28,44.56894283696453
2016-01-29,44.754051701034506
2016-01-30,44.07089256198799
2016-01-31,42.56363155659607
2016-02-01,40.33633769224938
2016-02-02,37.54606309663456
2016-02-03,34.39169019524931
2016-02-04,31.09938673185932
2016-02-05,27.905789665414748
2016-02-06,25.040230813522893
2016-02-07,22.70740446860754
2016-02-08,21.071852281591507
2016-02-09,20.245504765368107
2016-02-10,20.27928212706621
2016-02-11,21.159438351194737
2016-02-12,22.808956861095208
2016-02-13,25.09390376817988
2016-02-14,27.834248080659357
2016-02-15,30.818299377220345
2016-02-16,33.81962151786397
2016-02-17,36.61507980615727
2016-02-18,39.00258519395173
2016-02-19,40.81712053284087
2016-02-20,41.94376909885713
2016-02-21,42.32670398180595
2016-02-22,41.97341937934544
2016-02-23,40.95386545246873
2016-02-24,39.39455651028028
2016-02-25,37.46812496075545
