date,IssueComment
2015-11-18,146.6555854762798
2015-11-19,159.79968626187863
2015-11-20,171.77006336237665
2015-11-21,181.7937240760673
2015-11-22,189.2150474376961
2015-11-23,193.54005774829383
2015-11-24,194.47077263654333
2015-11-25,191.92687193617272
2015-11-26,186.05277661155657
2015-11-27,177.20924767022473
2015-11-28,165.94973933797073
2015-11-29,152.9828835403438
2015-11-30,139.12355433637492
2015-12-01,125.2358746470484
2015-12-02,112.17220676684282
2015-12-03,100.7125527912052
2015-12-04,91.50884336951728
2015-12-05,85.0383010082961
2015-12-06,81.56944281798128
2015-12-07,81.14337923815303
2015-12-08,83.57193597095981
2015-12-09,88.45286125082947
2015-12-10,95.20107732821778
2015-12-11,103.09369605997912
2015-12-12,111.32544269114084
2015-12-13,119.07030657318812
2015-12-14,125.54473107050624
2015-12-15,130.06751088388324
2015-12-16,132.1117984574087
2015-12-17,131.34521681550862
2015-12-18,127.65498957589698
2015-12-19,121.15615949575836
2015-12-20,112.1822837463248
2015-12-21,101.25936295181567
2015-12-22,89.06507280993569
2015-12-23,76.37651679566218
2015-12-24,64.01061362369693
2015-12-25,52.76180162939164
2015-12-26,43.34193806943749
2015-12-27,36.32707866902732
2015-12-28,32.115257150637895
2015-12-29,30.89849184158835
2015-12-30,32.65109921191421
2015-12-31,37.13508544162398
2016-01-01,43.92202299613175
2016-01-02,52.42951016786422
2016-01-03,61.96916334357584
2016-01-04,71.8021966794694
2016-01-05,81.19807322133597
2016-01-06,89.49150980293464
2016-01-07,96.13329941325304
2016-01-08,100.73096181791168
2016-01-09,103.07609883801554
2016-01-10,103.15644175951635
2016-01-11,101.15184210290722
2016-01-12,97.41476874525732
2016-01-13,92.43712628718995
2016-01-14,86.80629949598702
2016-01-15,81.15416872115932
2016-01-16,76.10336483768548
2016-01-17,72.21519973123608
2016-01-18,69.9435096377604
2016-01-19,69.59810423677055
2016-01-20,71.32067316771519
2016-01-21,75.07493659999307
2016-01-22,80.6516284484209
2016-01-23,87.6876706480098
2016-01-24,95.69773697476104
2016-01-25,104.1154105708735
2016-01-26,112.34039101130178
2016-01-27,119.78776333731516
2016-01-28,125.93523568988772
2016-01-29,130.36448807687177
2016-01-30,132.79332784375205
2016-01-31,133.09616680405122
2016-02-01,131.31134830477606
2016-02-02,127.63497206697464
2016-02-03,122.4019950688558
2016-02-04,116.056433084393
2016-02-05,109.11336324241032
2016-02-06,102.11606223275864
2016-02-07,95.5919580428622
2016-02-08,90.01110111101663
2016-02-09,85.75057624187544
2016-02-10,83.06770859797231
2016-02-11,82.08411811767955
2016-02-12,82.78171808682798
2016-02-13,85.01071898218471
2016-02-14,88.5086769121563
2016-02-15,92.92870333060768
2016-02-16,97.87420576493442
2016-02-17,102.93701855172128
2016-02-18,107.7355475060234
2016-02-19,111.94960855682892
2016-02-20,115.34897821996172
2016-02-21,117.8132601741272
2016-02-22,119.34145344371667
2016-02-23,120.0505144188965
2016-02-24,120.16315830618366
2016-02-25,119.98606409828786
2016-02-26,119.88045358666795
2016-02-27,120.2276429023444
2016-02-28,121.3925643739326
2016-02-29,123.68839714382555
2016-03-01,127.34531936391328
2016-03-02,132.48601789184252
2016-03-03,139.10999914052263
2016-03-04,147.08799049819498
2016-03-05,156.166871568476
2016-03-06,165.9847012155788
2016-03-07,176.094583384311
2016-03-08,185.99540954333952
2016-03-09,195.16698472631236
2016-03-10,203.1067280620468
2016-03-11,209.36505905043813
2016-03-12,213.5767390245597
2016-03-13,215.48581467331823
2016-03-14,214.9623707130231
2016-03-15,212.00999092727952
2016-03-16,206.76359023356707
2016-03-17,199.47805018735497
2016-03-18,190.5088026203728
2016-03-19,180.2861037154015
2016-03-20,169.2851777541234
2016-03-21,157.9946548435512
2016-03-22,146.88576595405345
2016-03-23,136.38459513784682
2016-03-24,126.8493432947774
2016-03-25,118.5540654296958
2016-03-26,111.67975035695451
2016-03-27,106.31297155813682
2016-03-28,102.45170589483855
2016-03-29,100.0173460301772
2016-03-30,98.8714686120636
2016-03-31,98.83559870469486
2016-04-01,99.71205345354696
2016-04-02,101.3039615899587
2016-04-03,103.4327323016776
2016-04-04,105.95156569142534
2016-04-05,108.75402460802532
2016-04-06,111.77718298964557
2016-04-07,114.99938357911564
2016-04-08,118.43313223434664
2016-04-09,122.11408498653915
2016-04-10,126.08741255586276
2016-04-11,130.39303016776128
2016-04-12,135.051244861311
2016-04-13,140.05029709970833
2016-04-14,145.3370694860581
2016-04-15,150.8119245145625
2016-04-16,156.32824570414618
2016-04-17,161.69682782628277
2016-04-18,166.69483015431788
2016-04-19,171.0786085549931
2016-04-20,174.59941046953597
2016-04-21,177.02067726388546
2016-04-22,178.13556823323836
2016-04-23,177.7833070941831
2016-04-24,175.8630524493937
2016-04-25,172.34419647309582
2016-04-26,167.27228101685188
2016-04-27,160.770061649704
2016-04-28,153.0336185306198
