date,ReviewComment
2015-11-18,1.3350136547108962
2015-11-19,1.254830989086618
2015-11-20,1.241605849914685
2015-11-21,1.295357630678858
2015-11-22,1.4098143814166764
2015-11-23,1.5727395753378024
2015-11-24,1.7668579017290216
2015-11-25,1.9712953138839864
2015-11-26,2.163400135492577
2015-11-27,2.320776202910254
2015-11-28,2.4233389634001927
2015-11-29,2.455202866430514
2015-11-30,2.4062233818399514
2015-12-01,2.273048069757861
2015-12-02,2.0595753887312345
2015-12-03,1.7767732780000975
2015-12-04,1.441867126150796
2015-12-05,1.0769633468801667
2015-12-06,0.7072253644020605
2015-12-07,0.3587588936002655
2015-12-08,0.0563894894421315
2015-12-09,-0.1784747795826705
2015-12-10,-0.3297097651073616
2015-12-11,-0.3879083122178982
2015-12-12,-0.3512548506973433
2015-12-13,-0.2257643912715787
2015-12-14,-0.0248632113474103
2015-12-15,0.2316554779018588
2015-12-16,0.5192148284037358
2015-12-17,0.810445546000507
2015-12-18,1.077420400353558
2015-12-19,1.2939481914374382
2015-12-20,1.4377396734620256
2015-12-21,1.492270011923737
2015-12-22,1.4481888459159058
2015-12-23,1.3041674464268187
2015-12-24,1.0671193374625243
2015-12-25,0.7517819737351684
2015-12-26,0.3796982691866034
2015-12-27,-0.022316317087128
2015-12-28,-0.424096588170744
2015-12-29,-0.794287975231694
2015-12-30,-1.1025773598878257
2015-12-31,-1.3218262980281963
2016-01-01,-1.429951054327981
2016-01-02,-1.41141822301952
2016-01-03,-1.2582585179755514
2016-01-04,-0.9705414063632838
2016-01-05,-0.556296082483657
2016-01-06,-0.0309062090330593
2016-01-07,0.5839564833983741
2016-01-08,1.2617640964307306
2016-01-09,1.97281297442986
2016-01-10,2.686024687236871
2016-01-11,3.370739333023914
2016-01-12,3.998382543006272
2016-01-13,4.543905652499931
2016-01-14,4.986922906871796
2016-01-15,5.312497769820261
2016-01-16,5.511559724374901
2016-01-17,5.580960842565206
2016-01-18,5.523205624451552
2016-01-19,5.345906468830364
2016-01-20,5.0610295773451695
2016-01-21,4.684001747413839
2016-01-22,4.23274769022223
2016-01-23,3.7267211224258254
2016-01-24,3.185982281066683
2016-01-25,2.630361333851281
2016-01-26,2.0787331175378525
2016-01-27,1.5484153449007536
2016-01-28,1.0546912109846085
2016-01-29,0.6104491368904624
2016-01-30,0.2259276729325975
2016-01-31,-0.091447692304437
2016-02-01,-0.3371473939960968
2016-02-02,-0.509548126374594
2016-02-03,-0.60987366880804
2016-02-04,-0.642064596675722
2016-02-05,-0.6125719044161784
2016-02-06,-0.5300683336425237
2016-02-07,-0.4050726358979507
2016-02-08,-0.2494862365887695
