date,IssueComment
2015-01-01,69.0
2015-01-02,79.0
2015-01-03,84.0
2015-01-04,90.0
2015-01-05,109.0
2015-01-06,119.0
2015-01-07,118.0
2015-01-08,172.0
2015-01-09,77.0
2015-01-10,105.0
2015-01-11,85.0
2015-01-12,110.0
2015-01-13,145.0
2015-01-14,123.0
2015-01-15,56.0
2015-01-16,109.0
2015-01-17,65.0
2015-01-18,56.0
2015-01-19,62.0
2015-01-20,92.0
2015-01-21,111.0
2015-01-22,73.0
2015-01-23,73.0
2015-01-24,58.0
2015-01-25,78.0
2015-01-26,65.0
2015-01-27,139.0
2015-01-28,131.0
2015-01-29,110.0
2015-01-30,93.0
2015-01-31,94.0
2015-02-01,103.0
2015-02-02,74.0
2015-02-03,96.0
2015-02-04,56.0
2015-02-05,67.0
2015-02-06,79.0
2015-02-07,58.0
2015-02-08,71.0
2015-02-09,97.0
2015-02-10,151.0
2015-02-11,93.0
2015-02-12,91.0
2015-02-13,140.0
2015-02-14,47.0
2015-02-15,55.0
2015-02-16,89.0
2015-02-17,90.0
2015-02-18,112.0
2015-02-19,130.0
2015-02-20,81.0
2015-02-21,88.0
2015-02-22,88.0
2015-02-23,194.0
2015-02-24,115.0
2015-02-25,136.0
2015-02-26,94.0
2015-02-27,89.0
2015-02-28,76.0
2015-03-01,73.0
2015-03-02,110.0
2015-03-03,152.0
2015-03-04,102.0
2015-03-05,62.0
2015-03-06,51.0
2015-03-07,98.0
2015-03-08,85.0
2015-03-09,73.0
2015-03-10,90.0
2015-03-11,105.0
2015-03-12,161.0
2015-03-13,94.0
2015-03-14,71.0
2015-03-15,104.0
2015-03-16,87.0
2015-03-17,91.0
2015-03-18,92.0
2015-03-19,150.0
2015-03-20,103.0
2015-03-21,50.0
2015-03-22,60.0
2015-03-23,91.0
2015-03-24,91.0
2015-03-25,94.0
2015-03-26,96.0
2015-03-27,86.0
2015-03-28,50.0
2015-03-29,78.0
2015-03-30,69.0
2015-03-31,134.0
2015-04-01,104.0
2015-04-02,106.0
2015-04-03,81.0
2015-04-04,60.0
2015-04-05,48.0
2015-04-06,186.0
2015-04-07,123.0
2015-04-08,65.0
2015-04-09,114.0
2015-04-10,112.0
2015-04-11,100.0
2015-04-12,83.0
2015-04-13,117.0
2015-04-14,108.0
2015-04-15,122.0
2015-04-16,72.0
2015-04-17,120.0
2015-04-18,98.0
2015-04-19,182.0
2015-04-20,120.0
2015-04-21,75.0
2015-04-22,137.0
2015-04-23,82.0
2015-04-24,113.0
2015-04-25,147.0
2015-04-26,109.0
2015-04-27,118.0
2015-04-28,152.0
2015-04-29,139.0
2015-04-30,157.0
2015-05-01,74.0
2015-05-02,72.0
2015-05-03,77.0
2015-05-04,94.0
2015-05-05,161.0
2015-05-06,102.0
2015-05-07,68.0
2015-05-08,87.0
2015-05-09,130.0
2015-05-10,113.0
2015-05-11,95.0
2015-05-12,134.0
2015-05-13,135.0
2015-05-14,79.0
2015-05-15,113.0
2015-05-16,65.0
2015-05-17,102.0
2015-05-18,83.0
2015-05-19,101.0
2015-05-20,105.0
2015-05-21,130.0
2015-05-22,122.0
2015-05-23,89.0
2015-05-24,81.0
2015-05-25,105.0
2015-05-26,150.0
2015-05-27,147.0
2015-05-28,130.0
2015-05-29,112.0
2015-05-30,75.0
2015-05-31,131.0
2015-06-01,120.0
2015-06-02,154.0
2015-06-03,154.0
2015-06-04,111.0
2015-06-05,187.0
2015-06-06,62.0
2015-06-07,74.0
2015-06-08,85.0
2015-06-09,147.0
2015-06-10,110.0
2015-06-11,102.0
2015-06-12,91.0
2015-06-13,114.0
2015-06-14,121.0
2015-06-15,167.0
2015-06-16,219.0
2015-06-17,139.0
2015-06-18,148.0
2015-06-19,125.0
2015-06-20,122.0
2015-06-21,68.0
2015-06-22,161.0
2015-06-23,139.0
2015-06-24,123.0
2015-06-25,153.0
2015-06-26,153.0
2015-06-27,55.0
2015-06-28,67.0
2015-06-29,85.0
2015-06-30,88.0
2015-07-01,147.0
2015-07-02,152.0
2015-07-03,188.0
2015-07-04,99.0
2015-07-05,72.0
2015-07-06,113.0
2015-07-07,153.0
2015-07-08,124.0
2015-07-09,190.0
2015-07-10,174.0
2015-07-11,107.0
2015-07-12,151.0
2015-07-13,149.0
2015-07-14,152.0
2015-07-15,105.0
2015-07-16,120.0
2015-07-17,187.0
2015-07-18,141.0
2015-07-19,143.0
2015-07-20,109.0
2015-07-21,117.0
2015-07-22,209.0
2015-07-23,146.0
2015-07-24,134.0
2015-07-25,66.0
2015-07-26,104.0
2015-07-27,105.0
2015-07-28,121.0
2015-07-29,104.0
2015-07-30,89.0
2015-07-31,124.0
2015-08-01,152.0
2015-08-02,81.0
2015-08-03,158.0
2015-08-04,166.0
2015-08-05,126.0
2015-08-06,155.0
2015-08-07,115.0
2015-08-08,93.0
2015-08-09,152.0
2015-08-10,185.0
2015-08-11,202.0
2015-08-12,147.0
2015-08-13,130.0
2015-08-14,186.0
2015-08-15,132.0
2015-08-16,91.0
2015-08-17,95.0
2015-08-18,96.0
2015-08-19,71.0
2015-08-20,182.0
2015-08-21,107.0
2015-08-22,65.0
2015-08-23,63.0
2015-08-24,85.0
2015-08-25,179.0
2015-08-26,114.0
2015-08-27,130.0
2015-08-28,85.0
2015-08-29,58.0
2015-08-30,85.0
2015-08-31,100.0
2015-09-01,104.0
2015-09-02,123.0
2015-09-03,148.0
2015-09-04,100.0
2015-09-05,68.0
2015-09-06,144.0
2015-09-07,58.0
2015-09-08,148.0
2015-09-09,193.0
2015-09-10,147.0
2015-09-11,132.0
2015-09-12,109.0
2015-09-13,101.0
2015-09-14,148.0
2015-09-15,113.0
2015-09-16,139.0
2015-09-17,128.0
2015-09-18,149.0
2015-09-19,132.0
2015-09-20,73.0
2015-09-21,214.0
2015-09-22,91.0
2015-09-23,166.0
2015-09-24,133.0
2015-09-25,146.0
2015-09-26,72.0
2015-09-27,104.0
2015-09-28,131.0
2015-09-29,126.0
2015-09-30,143.0
2015-10-01,81.0
2015-10-02,133.0
2015-10-03,172.0
2015-10-04,114.0
2015-10-05,134.0
2015-10-06,188.0
2015-10-07,137.0
2015-10-08,105.0
2015-10-09,108.0
2015-10-10,60.0
2015-10-11,72.0
2015-10-12,133.0
2015-10-13,189.0
